"Id_Inventaire_Materiel","Cle_Catalogue_Materiel","Date_Achat_Materiel","NumeroDeSerie","Perdu","Cle_Etat_Materiel","à_imprimer"
880,21,2021-08-25 00:00:00.000,,0,7,0
881,21,2021-08-25 00:00:00.000,,0,7,0
882,21,2021-08-25 00:00:00.000,,0,7,0
883,21,2021-08-25 00:00:00.000,,0,7,0
884,21,2021-08-25 00:00:00.000,,0,7,0
885,21,2021-08-25 00:00:00.000,,0,7,0
886,21,2021-08-25 00:00:00.000,,0,7,0
887,21,2021-08-25 00:00:00.000,,0,7,0
888,21,2021-08-25 00:00:00.000,,0,7,0
889,21,2021-08-25 00:00:00.000,,-1,7,0
890,21,2021-08-25 00:00:00.000,,0,7,0
891,21,2021-08-25 00:00:00.000,,-1,7,0
892,21,2021-08-25 00:00:00.000,,0,7,0
893,21,2021-08-25 00:00:00.000,,0,7,0
894,21,2021-08-25 00:00:00.000,,0,7,0
895,21,2021-08-25 00:00:00.000,,-1,7,0
896,21,2021-08-25 00:00:00.000,,-1,7,0
897,21,2021-08-25 00:00:00.000,,0,7,0
898,21,2021-08-25 00:00:00.000,,0,7,0
899,21,2021-08-25 00:00:00.000,,0,7,0
900,21,2021-08-25 00:00:00.000,,0,7,0
901,21,2021-08-25 00:00:00.000,,0,7,0
902,21,2021-08-25 00:00:00.000,,0,7,0
903,21,2021-08-25 00:00:00.000,,0,7,0
904,21,2021-08-25 00:00:00.000,,0,7,0
905,21,2021-08-25 00:00:00.000,,0,7,0
906,21,2021-08-25 00:00:00.000,,0,7,0
907,21,2021-08-25 00:00:00.000,,0,7,0
908,21,2021-08-25 00:00:00.000,,0,7,0
909,21,2021-08-25 00:00:00.000,,0,7,0
910,21,2021-08-25 00:00:00.000,,0,7,0
911,21,2021-08-25 00:00:00.000,,0,7,0
912,21,2021-08-25 00:00:00.000,,-1,7,0
913,21,2021-08-25 00:00:00.000,,0,7,0
914,18,2021-08-25 00:00:00.000,,-1,7,0
915,18,2021-08-25 00:00:00.000,,0,7,0
916,18,2021-08-25 00:00:00.000,,0,7,0
917,18,2021-08-25 00:00:00.000,,0,7,0
918,18,2021-08-25 00:00:00.000,,0,7,0
919,18,2021-08-25 00:00:00.000,,0,7,0
920,18,2021-08-25 00:00:00.000,,0,7,0
921,18,2021-08-25 00:00:00.000,,0,7,0
922,18,2021-08-25 00:00:00.000,,0,7,0
923,22,2021-08-25 00:00:00.000,,0,7,0
924,22,2021-08-25 00:00:00.000,,0,7,0
925,22,2021-08-25 00:00:00.000,,0,7,0
926,22,2021-08-25 00:00:00.000,,0,7,0
927,22,2021-08-25 00:00:00.000,,0,7,0
928,22,2021-08-25 00:00:00.000,,0,7,0
929,22,2021-08-25 00:00:00.000,,0,7,0
930,22,2021-08-25 00:00:00.000,,0,7,0
931,22,2021-08-25 00:00:00.000,,0,7,0
932,22,2021-08-25 00:00:00.000,,0,7,0
933,22,2021-08-25 00:00:00.000,,0,7,0
934,22,2021-08-25 00:00:00.000,,0,7,0
935,22,2021-08-25 00:00:00.000,,0,7,0
936,22,2021-08-25 00:00:00.000,,0,7,0
937,22,2021-08-25 00:00:00.000,,0,7,0
938,22,2021-08-25 00:00:00.000,,0,7,0
939,22,2021-08-25 00:00:00.000,,0,7,0
940,22,2021-08-25 00:00:00.000,,0,7,0
941,22,2021-08-25 00:00:00.000,,0,7,0
942,22,2021-08-25 00:00:00.000,,0,7,0
943,22,2021-08-25 00:00:00.000,,0,7,0
944,22,2021-08-25 00:00:00.000,,0,7,0
945,22,2021-08-25 00:00:00.000,,0,7,0
946,22,2021-08-25 00:00:00.000,,0,7,0
947,22,2021-08-25 00:00:00.000,,0,7,0
948,22,2021-08-25 00:00:00.000,,0,7,0
949,22,2021-08-25 00:00:00.000,,0,7,0
950,22,2021-08-25 00:00:00.000,,-1,7,0
951,22,2021-08-25 00:00:00.000,,0,7,0
952,22,2021-08-25 00:00:00.000,,0,7,0
953,22,2021-08-25 00:00:00.000,,-1,7,0
954,22,2021-08-25 00:00:00.000,,0,7,0
955,22,2021-08-25 00:00:00.000,,-1,7,0
956,22,2021-08-25 00:00:00.000,,0,7,0
957,22,2021-08-25 00:00:00.000,,0,7,0
958,22,2021-08-25 00:00:00.000,,0,7,0
959,22,2021-08-25 00:00:00.000,,-1,7,0
960,22,2021-08-25 00:00:00.000,,0,7,0
961,22,2021-08-25 00:00:00.000,,0,7,0
962,22,2021-08-25 00:00:00.000,,0,7,0
963,22,2021-08-25 00:00:00.000,,0,7,0
964,22,2021-08-25 00:00:00.000,,0,7,0
965,22,2021-08-25 00:00:00.000,,0,7,0
966,22,2021-08-25 00:00:00.000,,0,7,0
967,22,2021-08-25 00:00:00.000,,0,7,0
968,22,2021-08-25 00:00:00.000,,0,7,0
969,22,2021-08-25 00:00:00.000,,0,7,0
970,22,2021-08-25 00:00:00.000,,0,7,0
971,22,2021-08-25 00:00:00.000,,0,7,0
972,22,2021-08-25 00:00:00.000,,0,7,0
973,22,2021-08-25 00:00:00.000,,0,7,0
974,22,2021-08-25 00:00:00.000,,0,7,0
975,22,2021-08-25 00:00:00.000,,0,7,0
976,22,2021-08-25 00:00:00.000,,0,7,0
977,22,2021-08-25 00:00:00.000,,0,7,0
978,22,2021-08-25 00:00:00.000,,0,7,0
979,22,2021-08-25 00:00:00.000,,0,7,0
980,22,2021-08-25 00:00:00.000,,0,7,0
981,22,2021-08-25 00:00:00.000,,0,7,0
982,22,2021-08-25 00:00:00.000,,0,7,0
983,22,2021-08-25 00:00:00.000,,0,7,0
984,22,2021-08-25 00:00:00.000,,0,7,0
985,22,2021-08-25 00:00:00.000,,0,7,0
986,19,2021-08-25 00:00:00.000,,0,7,0
987,19,2021-08-25 00:00:00.000,,0,7,0
988,19,2021-08-25 00:00:00.000,,0,7,0
989,19,2021-08-25 00:00:00.000,,0,7,0
990,19,2021-08-25 00:00:00.000,,0,7,0
991,19,2021-08-25 00:00:00.000,,0,7,0
992,19,2021-08-25 00:00:00.000,,0,7,0
993,19,2021-08-25 00:00:00.000,,0,7,0
994,19,2021-08-25 00:00:00.000,,0,7,0
995,19,2021-08-25 00:00:00.000,,0,7,0
996,19,2021-08-25 00:00:00.000,,-1,7,0
997,19,2021-08-25 00:00:00.000,,0,7,0
998,19,2021-08-25 00:00:00.000,,-1,7,0
999,19,2021-08-25 00:00:00.000,,0,7,0
1000,19,2021-08-25 00:00:00.000,,0,7,0
1001,19,2021-08-25 00:00:00.000,,0,7,0
1002,19,2021-08-25 00:00:00.000,,0,7,0
1003,19,2021-08-25 00:00:00.000,,0,7,0
1004,19,2021-08-25 00:00:00.000,,0,7,0
1005,19,2021-08-25 00:00:00.000,,0,7,0
1006,19,2021-08-25 00:00:00.000,,-1,7,0
1007,19,2021-08-25 00:00:00.000,,0,7,0
1008,19,2021-08-25 00:00:00.000,,0,7,0
1009,19,2021-08-25 00:00:00.000,,-1,7,0
1010,19,2021-08-25 00:00:00.000,,0,7,0
1011,19,2021-08-25 00:00:00.000,,0,7,0
1012,19,2021-08-25 00:00:00.000,,0,7,0
1013,19,2021-08-25 00:00:00.000,,-1,7,0
1014,19,2021-08-25 00:00:00.000,,0,7,0
1015,19,2021-08-25 00:00:00.000,,0,7,0
1016,19,2021-08-25 00:00:00.000,,-1,7,0
1017,19,2021-08-25 00:00:00.000,,-1,7,0
1018,19,2021-08-25 00:00:00.000,,0,7,0
1019,19,2021-08-25 00:00:00.000,,0,7,0
1020,19,2021-08-25 00:00:00.000,,0,7,0
1021,19,2021-08-25 00:00:00.000,,0,7,0
1022,19,2021-08-25 00:00:00.000,,0,7,0
1023,19,2021-08-25 00:00:00.000,,0,7,0
1024,19,2021-08-25 00:00:00.000,,0,7,0
1025,19,2021-08-25 00:00:00.000,,0,7,0
1026,19,2021-08-25 00:00:00.000,,0,7,0
1027,19,2021-08-25 00:00:00.000,,0,7,0
1028,19,2021-08-25 00:00:00.000,,0,7,0
1029,19,2021-08-25 00:00:00.000,,-1,7,0
1030,19,2021-08-25 00:00:00.000,,0,7,0
1031,19,2021-08-25 00:00:00.000,,0,7,0
1032,19,2021-08-25 00:00:00.000,,0,7,0
1033,19,2021-08-25 00:00:00.000,,-1,1,0
1034,19,2021-08-25 00:00:00.000,,-1,7,0
1035,19,2021-08-25 00:00:00.000,,0,7,0
1036,19,2021-08-25 00:00:00.000,,0,7,0
1037,19,2021-08-25 00:00:00.000,,0,7,0
1038,19,2021-08-25 00:00:00.000,,0,7,0
1039,19,2021-08-25 00:00:00.000,,0,7,0
1040,19,2021-08-25 00:00:00.000,,0,7,0
1041,19,2021-08-25 00:00:00.000,,0,7,0
1042,19,2021-08-25 00:00:00.000,,0,7,0
1043,19,2021-08-25 00:00:00.000,,-1,1,0
1044,19,2021-08-25 00:00:00.000,,-1,7,0
1045,19,2021-08-25 00:00:00.000,,-1,7,0
1046,19,2021-08-25 00:00:00.000,,0,7,0
1047,19,2021-08-25 00:00:00.000,,0,7,0
1048,19,2021-08-25 00:00:00.000,,0,7,0
1049,19,2021-08-25 00:00:00.000,,0,7,0
1050,19,2021-08-25 00:00:00.000,,0,7,0
1051,19,2021-08-25 00:00:00.000,,0,7,0
1052,19,2021-08-25 00:00:00.000,,0,7,0
1053,19,2021-08-25 00:00:00.000,,0,7,0
1054,19,2021-08-25 00:00:00.000,,0,7,0
1055,19,2021-08-25 00:00:00.000,,0,7,0
1056,19,2021-08-25 00:00:00.000,,0,7,0
1057,19,2021-08-25 00:00:00.000,,0,7,0
1058,19,2021-08-25 00:00:00.000,,0,7,0
1059,19,2021-08-25 00:00:00.000,,0,7,0
1060,19,2021-08-25 00:00:00.000,,0,7,0
1061,19,2021-08-25 00:00:00.000,,0,7,0
1062,19,2021-08-25 00:00:00.000,,0,7,0
1063,19,2021-08-25 00:00:00.000,,0,7,0
1064,19,2021-08-25 00:00:00.000,,0,7,0
1065,19,2021-08-25 00:00:00.000,,0,7,0
1066,19,2021-08-25 00:00:00.000,,-1,1,0
1067,19,2021-08-25 00:00:00.000,,0,7,0
1068,19,2021-08-25 00:00:00.000,,-1,7,0
1069,19,2021-08-25 00:00:00.000,,0,7,0
1070,19,2021-08-25 00:00:00.000,,0,7,0
1071,19,2021-08-25 00:00:00.000,,0,7,0
1072,19,2021-08-25 00:00:00.000,,-1,1,0
1073,28,2021-08-25 00:00:00.000,,0,7,0
1074,28,2021-08-25 00:00:00.000,,0,7,0
1075,28,2021-08-25 00:00:00.000,,0,7,0
1076,28,2021-08-25 00:00:00.000,,0,7,0
1077,28,2021-08-25 00:00:00.000,,0,7,0
1078,28,2021-08-25 00:00:00.000,,-1,7,0
1079,28,2021-08-25 00:00:00.000,,-1,7,0
1080,28,2021-08-25 00:00:00.000,,-1,7,0
1081,28,2021-08-25 00:00:00.000,,0,7,0
1082,28,2021-08-25 00:00:00.000,,0,7,0
1083,28,2021-08-25 00:00:00.000,,0,7,0
1084,28,2021-08-25 00:00:00.000,,0,7,0
1085,28,2021-08-25 00:00:00.000,,0,7,0
1086,28,2021-08-25 00:00:00.000,,-1,7,0
1087,28,2021-08-25 00:00:00.000,,0,7,0
1088,28,2021-08-25 00:00:00.000,,-1,7,0
1089,28,2021-08-25 00:00:00.000,,0,7,0
1090,28,2021-08-25 00:00:00.000,,0,7,0
1091,28,2021-08-25 00:00:00.000,,0,7,0
1092,28,2021-08-25 00:00:00.000,,0,7,0
1093,28,2021-08-25 00:00:00.000,,-1,1,0
1094,28,2021-08-25 00:00:00.000,,0,7,0
1095,28,2021-08-25 00:00:00.000,,0,7,0
1096,28,2021-08-25 00:00:00.000,,0,7,0
1097,28,2021-08-25 00:00:00.000,,0,7,0
1098,28,2021-08-25 00:00:00.000,,0,7,0
1099,28,2021-08-25 00:00:00.000,,0,7,0
1100,28,2021-08-25 00:00:00.000,,0,7,0
1101,28,2021-08-25 00:00:00.000,,-1,7,0
1102,28,2021-08-25 00:00:00.000,,0,7,0
1103,28,2021-08-25 00:00:00.000,,0,7,0
1104,28,2021-08-25 00:00:00.000,,0,7,0
1105,28,2021-08-25 00:00:00.000,,0,7,0
1106,28,2021-08-25 00:00:00.000,,0,7,0
1107,28,2021-08-25 00:00:00.000,,0,7,0
1108,28,2021-08-25 00:00:00.000,,0,7,0
1109,28,2021-08-25 00:00:00.000,,0,7,0
1110,28,2021-08-25 00:00:00.000,,-1,7,0
1111,28,2021-08-25 00:00:00.000,,0,7,0
1112,28,2021-08-25 00:00:00.000,,0,7,0
1113,28,2021-08-25 00:00:00.000,,0,7,0
1114,28,2021-08-25 00:00:00.000,,0,7,0
1115,28,2021-08-25 00:00:00.000,,0,7,0
1116,28,2021-08-25 00:00:00.000,,0,7,0
1117,28,2021-08-25 00:00:00.000,,0,7,0
1118,28,2021-08-25 00:00:00.000,,0,7,0
1119,28,2021-08-25 00:00:00.000,,0,7,0
1120,28,2021-08-25 00:00:00.000,,-1,7,0
1121,28,2021-08-25 00:00:00.000,,0,7,0
1122,28,2021-08-25 00:00:00.000,,0,7,0
1123,28,2021-08-25 00:00:00.000,,0,7,0
1124,28,2021-08-25 00:00:00.000,,0,7,0
1125,28,2021-08-25 00:00:00.000,,0,7,0
1126,28,2021-08-25 00:00:00.000,,0,7,0
1127,28,2021-08-25 00:00:00.000,,0,7,0
1128,28,2021-08-25 00:00:00.000,,0,7,0
1129,28,2021-08-25 00:00:00.000,,0,7,0
1130,28,2021-08-25 00:00:00.000,,0,7,0
1131,28,2021-08-25 00:00:00.000,,0,7,0
1132,28,2021-08-25 00:00:00.000,,-1,7,0
1133,28,2021-08-25 00:00:00.000,,0,7,0
1134,28,2021-08-25 00:00:00.000,,0,7,0
1135,28,2021-08-25 00:00:00.000,,0,7,0
1136,28,2021-08-25 00:00:00.000,,0,7,0
1137,28,2021-08-25 00:00:00.000,,0,7,0
1138,28,2021-08-25 00:00:00.000,,0,7,0
1139,28,2021-08-25 00:00:00.000,,0,7,0
1140,28,2021-08-25 00:00:00.000,,0,7,0
1141,28,2021-08-25 00:00:00.000,,0,7,0
1142,28,2021-08-25 00:00:00.000,,0,7,0
1143,28,2021-08-25 00:00:00.000,,0,7,0
1144,28,2021-08-25 00:00:00.000,,0,7,0
1145,28,2021-08-25 00:00:00.000,,-1,7,0
1146,28,2021-08-25 00:00:00.000,,0,7,0
1148,29,2021-08-25 00:00:00.000,,0,7,0
1149,29,2021-08-25 00:00:00.000,,0,7,0
1150,29,2021-08-25 00:00:00.000,,0,7,0
1151,29,2021-08-25 00:00:00.000,,0,7,0
1152,29,2021-08-25 00:00:00.000,,0,7,0
1153,29,2021-08-25 00:00:00.000,,0,7,0
1154,29,2021-08-25 00:00:00.000,,0,7,0
1155,29,2021-08-25 00:00:00.000,,0,7,0
1156,29,2021-08-25 00:00:00.000,,0,7,0
1157,29,2021-08-25 00:00:00.000,,0,7,0
1158,29,2021-08-25 00:00:00.000,,0,7,0
1159,29,2021-08-25 00:00:00.000,,0,7,0
1160,29,2021-08-25 00:00:00.000,,0,7,0
1161,29,2021-08-25 00:00:00.000,,0,7,0
1162,29,2021-08-25 00:00:00.000,,0,7,0
1163,29,2021-08-25 00:00:00.000,,0,7,0
1164,29,2021-08-25 00:00:00.000,,0,7,0
1165,29,2021-08-25 00:00:00.000,,0,7,0
1166,29,2021-08-25 00:00:00.000,,0,7,0
1167,29,2021-08-25 00:00:00.000,,0,7,0
1168,29,2021-08-25 00:00:00.000,,0,7,0
1169,29,2021-08-25 00:00:00.000,,0,7,0
1170,29,2021-08-25 00:00:00.000,,0,7,0
1171,29,2021-08-25 00:00:00.000,,0,7,0
1172,29,2021-08-25 00:00:00.000,,0,7,0
1173,29,2021-08-25 00:00:00.000,,0,7,0
1174,29,2021-08-25 00:00:00.000,,0,7,0
1175,29,2021-08-25 00:00:00.000,,0,7,0
1176,29,2021-08-25 00:00:00.000,,0,7,0
1177,29,2021-08-25 00:00:00.000,,0,7,0
1178,29,2021-08-25 00:00:00.000,,0,7,0
1179,29,2021-08-25 00:00:00.000,,0,7,0
1180,29,2021-08-25 00:00:00.000,,0,7,0
1181,29,2021-08-25 00:00:00.000,,0,7,0
1182,29,2021-08-25 00:00:00.000,,0,7,0
1183,29,2021-08-25 00:00:00.000,,0,7,0
1184,29,2021-08-25 00:00:00.000,,0,7,0
1185,29,2021-08-25 00:00:00.000,,-1,7,0
1186,29,2021-08-25 00:00:00.000,,0,7,0
1187,29,2021-08-25 00:00:00.000,,0,7,0
1188,29,2021-08-25 00:00:00.000,,-1,7,0
1189,29,2021-08-25 00:00:00.000,,0,7,0
1190,29,2021-08-25 00:00:00.000,,0,7,0
1191,29,2021-08-25 00:00:00.000,,0,7,0
1192,29,2021-08-25 00:00:00.000,,0,7,0
1193,29,2021-08-25 00:00:00.000,,0,7,0
1194,29,2021-08-25 00:00:00.000,,-1,7,0
1195,29,2021-08-25 00:00:00.000,,0,7,0
1196,29,2021-08-25 00:00:00.000,,0,7,0
1197,29,2021-08-25 00:00:00.000,,0,7,0
1198,29,2021-08-25 00:00:00.000,,0,7,0
1199,29,2021-08-25 00:00:00.000,,0,7,0
1200,29,2021-08-25 00:00:00.000,,0,7,0
1201,29,2021-08-25 00:00:00.000,,0,7,0
1202,29,2021-08-25 00:00:00.000,,0,7,0
1203,29,2021-08-25 00:00:00.000,,0,7,0
1204,29,2021-08-25 00:00:00.000,,0,7,0
1205,29,2021-08-25 00:00:00.000,,0,7,0
1206,29,2021-08-25 00:00:00.000,,0,7,0
1207,29,2021-08-25 00:00:00.000,,0,7,0
1208,29,2021-08-25 00:00:00.000,,0,7,0
1209,29,2021-08-25 00:00:00.000,,0,7,0
1211,29,2021-08-25 00:00:00.000,,0,7,0
1212,29,2021-08-25 00:00:00.000,,-1,7,0
1213,29,2021-08-25 00:00:00.000,,0,7,0
1214,29,2021-08-25 00:00:00.000,,-1,7,0
1215,29,2021-08-25 00:00:00.000,,0,7,0
1216,29,2021-08-25 00:00:00.000,,0,7,0
1217,29,2021-08-25 00:00:00.000,,0,7,0
1218,29,2021-08-25 00:00:00.000,,0,7,0
1219,29,2021-08-25 00:00:00.000,,0,7,0
1220,29,2021-08-25 00:00:00.000,,0,7,0
1221,29,2021-08-25 00:00:00.000,,0,7,0
1222,29,2021-08-25 00:00:00.000,,0,7,0
1223,29,2021-08-25 00:00:00.000,,0,7,0
1224,29,2021-08-25 00:00:00.000,,0,7,0
1225,29,2021-08-25 00:00:00.000,,0,7,0
1226,29,2021-08-25 00:00:00.000,,0,7,0
1227,29,2021-08-25 00:00:00.000,,0,7,0
1228,29,2021-08-25 00:00:00.000,,0,7,0
1229,29,2021-08-25 00:00:00.000,,0,7,0
1230,29,2021-08-25 00:00:00.000,,0,7,0
1231,29,2021-08-25 00:00:00.000,,0,7,0
1232,29,2021-08-25 00:00:00.000,,0,7,0
1233,29,2021-08-25 00:00:00.000,,0,7,0
1234,29,2021-08-25 00:00:00.000,,0,7,0
1235,29,2021-08-25 00:00:00.000,,-1,7,0
1236,29,2021-08-25 00:00:00.000,,0,7,0
1237,29,2021-08-25 00:00:00.000,,-1,7,0
1238,29,2021-08-25 00:00:00.000,,0,7,0
1239,29,2021-08-25 00:00:00.000,,0,7,0
1241,26,2021-08-25 00:00:00.000,,0,7,0
1242,26,2021-08-25 00:00:00.000,,0,7,0
1243,26,2021-08-25 00:00:00.000,,0,7,0
1244,26,2021-08-25 00:00:00.000,,0,7,0
1245,26,2021-08-25 00:00:00.000,,0,7,0
1246,26,2021-08-25 00:00:00.000,,0,7,0
1247,26,2021-08-25 00:00:00.000,,0,7,0
1248,26,2021-08-25 00:00:00.000,,0,7,0
1249,26,2021-08-25 00:00:00.000,,0,7,0
1250,30,2021-08-25 00:00:00.000,,0,7,0
1251,30,2021-08-25 00:00:00.000,,0,7,0
1252,30,2021-08-25 00:00:00.000,,0,7,0
1253,30,2021-08-25 00:00:00.000,,0,7,0
1254,30,2021-08-25 00:00:00.000,,-1,7,0
1255,30,2021-08-25 00:00:00.000,,0,7,0
1256,30,2021-08-25 00:00:00.000,,0,7,0
1257,30,2021-08-25 00:00:00.000,,0,7,0
1258,30,2021-08-25 00:00:00.000,,0,7,0
1259,30,2021-08-25 00:00:00.000,,0,7,0
1260,30,2021-08-25 00:00:00.000,,0,7,0
1261,30,2021-08-25 00:00:00.000,,0,7,0
1262,30,2021-08-25 00:00:00.000,,0,7,0
1263,30,2021-08-25 00:00:00.000,,-1,7,0
1264,30,2021-08-25 00:00:00.000,,0,7,0
1265,30,2021-08-25 00:00:00.000,,0,7,0
1266,30,2021-08-25 00:00:00.000,,-1,7,0
1267,30,2021-08-25 00:00:00.000,,0,7,0
1268,30,2021-08-25 00:00:00.000,,0,7,0
1269,30,2021-08-25 00:00:00.000,,0,7,0
1270,30,2021-08-25 00:00:00.000,,0,7,0
1271,30,2021-08-25 00:00:00.000,,0,7,0
1272,30,2021-08-25 00:00:00.000,,0,7,0
1273,30,2021-08-25 00:00:00.000,,0,7,0
1274,30,2021-08-25 00:00:00.000,,0,7,0
1275,30,2021-08-25 00:00:00.000,,0,7,0
1276,30,2021-08-25 00:00:00.000,,0,7,0
1277,30,2021-08-25 00:00:00.000,,0,7,0
1278,30,2021-08-25 00:00:00.000,,0,7,0
1279,30,2021-08-25 00:00:00.000,,0,7,0
1280,30,2021-08-25 00:00:00.000,,0,7,0
1281,30,2021-08-25 00:00:00.000,,0,7,0
1282,30,2021-08-25 00:00:00.000,,-1,7,0
1283,30,2021-08-25 00:00:00.000,,0,7,0
1284,30,2021-08-25 00:00:00.000,,-1,7,0
1285,30,2021-08-25 00:00:00.000,,0,7,0
1286,30,2021-08-25 00:00:00.000,,0,7,0
1287,30,2021-08-25 00:00:00.000,,0,7,0
1288,30,2021-08-25 00:00:00.000,,-1,7,0
1289,30,2021-08-25 00:00:00.000,,0,7,0
1290,30,2021-08-25 00:00:00.000,,0,7,0
1291,30,2021-08-25 00:00:00.000,,0,7,0
1292,30,2021-08-25 00:00:00.000,,0,7,0
1293,30,2021-08-25 00:00:00.000,,0,7,0
1294,30,2021-08-25 00:00:00.000,,0,7,0
1295,30,2021-08-25 00:00:00.000,,0,7,0
1296,30,2021-08-25 00:00:00.000,,-1,7,0
1297,30,2021-08-25 00:00:00.000,,0,7,0
1298,30,2021-08-25 00:00:00.000,,0,7,0
1299,30,2021-08-25 00:00:00.000,,-1,1,0
1300,30,2021-08-25 00:00:00.000,,0,7,0
1301,30,2021-08-25 00:00:00.000,,0,7,0
1302,30,2021-08-25 00:00:00.000,,0,7,0
1303,30,2021-08-25 00:00:00.000,,0,7,0
1304,30,2021-08-25 00:00:00.000,,0,7,0
1305,30,2021-08-25 00:00:00.000,,0,7,0
1306,30,2021-08-25 00:00:00.000,,-1,7,0
1307,30,2021-08-25 00:00:00.000,,0,7,0
1308,30,2021-08-25 00:00:00.000,,0,7,0
1309,30,2021-08-25 00:00:00.000,,0,7,0
1310,30,2021-08-25 00:00:00.000,,-1,7,0
1311,30,2021-08-25 00:00:00.000,,0,7,0
1312,30,2021-08-25 00:00:00.000,,0,7,0
1313,30,2021-08-25 00:00:00.000,,0,7,0
1314,27,2021-08-25 00:00:00.000,,-1,7,0
1315,27,2021-08-25 00:00:00.000,,0,7,0
1316,27,2021-08-25 00:00:00.000,,0,7,0
1317,27,2021-08-25 00:00:00.000,,0,7,0
1318,27,2021-08-25 00:00:00.000,,0,7,0
1319,27,2021-08-25 00:00:00.000,,0,7,0
1320,27,2021-08-25 00:00:00.000,,0,7,0
1321,27,2021-08-25 00:00:00.000,,0,7,0
1322,27,2021-08-25 00:00:00.000,,-1,1,0
1323,27,2021-08-25 00:00:00.000,,0,7,0
1324,27,2021-08-25 00:00:00.000,,0,7,0
1325,27,2021-08-25 00:00:00.000,,0,7,0
1326,27,2021-08-25 00:00:00.000,,0,7,0
1327,27,2021-08-25 00:00:00.000,,0,7,0
1328,27,2021-08-25 00:00:00.000,,-1,7,0
1329,27,2021-08-25 00:00:00.000,,-1,7,0
1330,27,2021-08-25 00:00:00.000,,0,7,0
1331,27,2021-08-25 00:00:00.000,,0,7,0
1332,27,2021-08-25 00:00:00.000,,0,7,0
1333,27,2021-08-25 00:00:00.000,,0,7,0
1334,27,2021-08-25 00:00:00.000,,0,7,0
1335,27,2021-08-25 00:00:00.000,,0,7,0
1336,27,2021-08-25 00:00:00.000,,0,7,0
1337,27,2021-08-25 00:00:00.000,,-1,7,0
1338,27,2021-08-25 00:00:00.000,,0,7,0
1339,27,2021-08-25 00:00:00.000,,0,7,0
1340,27,2021-08-25 00:00:00.000,,0,7,0
1341,27,2021-08-25 00:00:00.000,,0,7,0
1342,27,2021-08-25 00:00:00.000,,0,7,0
1343,27,2021-08-25 00:00:00.000,,0,7,0
1344,27,2021-08-25 00:00:00.000,,0,7,0
1345,27,2021-08-25 00:00:00.000,,-1,7,0
1346,27,2021-08-25 00:00:00.000,,0,7,0
1347,27,2021-08-25 00:00:00.000,,0,7,0
1348,27,2021-08-25 00:00:00.000,,0,7,0
1349,27,2021-08-25 00:00:00.000,,0,7,0
1350,27,2021-08-25 00:00:00.000,,-1,7,0
1351,27,2021-08-25 00:00:00.000,,0,7,0
1352,27,2021-08-25 00:00:00.000,,-1,7,0
1353,27,2021-08-25 00:00:00.000,,0,7,0
1354,27,2021-08-25 00:00:00.000,,0,7,0
1355,27,2021-08-25 00:00:00.000,,0,7,0
1356,27,2021-08-25 00:00:00.000,,0,7,0
1357,27,2021-08-25 00:00:00.000,,0,7,0
1358,27,2021-08-25 00:00:00.000,,0,7,0
1359,27,2021-08-25 00:00:00.000,,0,7,0
1360,27,2021-08-25 00:00:00.000,,0,7,0
1361,27,2021-08-25 00:00:00.000,,0,7,0
1362,27,2021-08-25 00:00:00.000,,0,7,0
1363,27,2021-08-25 00:00:00.000,,0,7,0
1364,27,2021-08-25 00:00:00.000,,0,7,0
1365,27,2021-08-25 00:00:00.000,,0,7,0
1366,27,2021-08-25 00:00:00.000,,0,7,0
1367,27,2021-08-25 00:00:00.000,,0,7,0
1368,27,2021-08-25 00:00:00.000,,0,7,0
1369,27,2021-08-25 00:00:00.000,,0,7,0
1370,27,2021-08-25 00:00:00.000,,0,7,0
1371,27,2021-08-25 00:00:00.000,,0,7,0
1372,27,2021-08-25 00:00:00.000,,0,7,0
1373,27,2021-08-25 00:00:00.000,,0,7,0
1374,27,2021-08-25 00:00:00.000,,0,7,0
1375,27,2021-08-25 00:00:00.000,,-1,1,0
1376,27,2021-08-25 00:00:00.000,,0,7,0
1377,27,2021-08-25 00:00:00.000,,0,7,0
1378,27,2021-08-25 00:00:00.000,,0,7,0
1379,27,2021-08-25 00:00:00.000,,0,7,0
1380,27,2021-08-25 00:00:00.000,,0,7,0
1381,27,2021-08-25 00:00:00.000,,0,7,0
1382,27,2021-08-25 00:00:00.000,,0,7,0
1383,27,2021-08-25 00:00:00.000,,0,7,0
1384,27,2021-08-25 00:00:00.000,,0,7,0
1385,27,2021-08-25 00:00:00.000,,0,7,0
1386,27,2021-08-25 00:00:00.000,,0,7,0
1387,27,2021-08-25 00:00:00.000,,0,7,0
1388,27,2021-08-25 00:00:00.000,,0,7,0
1389,27,2021-08-25 00:00:00.000,,0,7,0
1390,27,2021-08-25 00:00:00.000,,-1,7,0
1391,27,2021-08-25 00:00:00.000,,0,7,0
1392,27,2021-08-25 00:00:00.000,,0,7,0
1393,27,2021-08-25 00:00:00.000,,0,7,0
1394,27,2021-08-25 00:00:00.000,,0,7,0
1395,27,2021-08-25 00:00:00.000,,0,7,0
1396,27,2021-08-25 00:00:00.000,,0,7,0
1397,27,2021-08-25 00:00:00.000,,-1,7,0
1398,27,2021-08-25 00:00:00.000,,0,7,0
1399,27,2021-08-25 00:00:00.000,,-1,7,0
