"N°","Pret_Recommandation","Retour_Recommandation","Pret_Recom_Prof","Retour_Recom_Prof"
1,"Les manuels sont prêtés pour la durée de l'année scolaire. Ces livres sont inscrits à l'inventaire de l'établissement et portent un numéro unique ; par conséquent, les élèves ne doivent pas les échanger avec leurs camarades.
Si ce n'est pas déjà le cas, ces ouvrages doivent être recouverts par l'élève avec du film transparent. En fin d'année scolaire, ils devront être restitués RECOUVERTS et sans détérioration. La perte de l'ouvrage et la dégradation font l'objet d'une facturation, conformément à la décision du conseil d'administration. 

La présente fiche de prêt est à signer par les parents et à retourner au professeur principal, dans les 48 heures après la distribution des manuels scolaires. Il est recommandé de vérifier le nombre et l'état déclaré des livres confiés, dès le moment du prêt.

Veuillez agréer, Madame, Monsieur, l’expression de ma considération.","La réinscription ou l'Exeat n'est possible que lorsque l'ensemble des manuels prêtés a été rendu, dans un état d'usage normal. Les manuels non rendus par l'élève, dégradés ou dépourvus des CD qui les accompagnent, sont facturés à la famille, au tarif voté par le conseil d'administration.

Veuillez agréer, Madame, Monsieur, l’expression de ma considération.","Les manuels sont prêtés pour la durée de l'année scolaire. Il est demandé aux enseignants de procéder, en fin d'année, au retour des manuels pour rendre possible une connaissance précise du stock de manuels disponibles. C'est à cette condition que l'intendance pourra savoir combien de manuels acheter en réassort, si nécessaire.","Les manuels non rendus par l'enseignant, dégradés ou dépourvus des CD qui les accompagnent, sont facturés, au tarif voté par le conseil d'administration."
