"Id_Attribution_Materiel_Prof","Cle_Personnel","Clé_Elève","Cle_Inventaire_Materiel","Date_Heure_Pret_Materiel","Date_Heure_Retour_Materiel","Clé_Etat_Initial","Clé_Etat_Final","Dégradation","Remise"
5284,,713,616,2025-09-02 10:28:39.000,,7,,0,0
5285,,712,3,2025-09-02 10:28:45.000,,3,,0,0
5286,,712,1897,2025-09-02 10:29:02.000,,1,,0,0
5287,,712,493,2025-09-02 10:29:05.000,,7,,0,0
5288,,712,550,2025-09-02 10:29:07.000,,7,,0,0
5289,,712,2166,2025-09-02 10:29:10.000,,3,,0,0
5290,,715,1888,2025-09-02 10:29:15.000,,1,,0,0
5291,,715,2178,2025-09-02 10:29:20.000,,1,,0,0
5292,,715,447,2025-09-02 10:29:22.000,,7,,0,0
5293,,715,593,2025-09-02 10:29:23.000,,7,,0,0
5294,,715,658,2025-09-02 10:29:25.000,,7,,0,0
5295,,651,1933,2025-09-02 10:29:32.000,,1,,0,0
5296,,651,2180,2025-09-02 10:29:44.000,,1,,0,0
5297,,651,491,2025-09-02 10:29:46.000,,7,,0,0
5298,,651,2215,2025-09-02 10:29:49.000,,1,,0,0
5299,,651,621,2025-09-02 10:29:51.000,,7,,0,0
5300,,653,1934,2025-09-02 10:29:56.000,,1,,0,0
5302,,653,543,2025-09-02 10:30:19.000,,7,,0,0
5303,,653,639,2025-09-02 10:30:21.000,,7,,0,0
5304,,654,1890,2025-09-02 10:30:33.000,,1,,0,0
5305,,654,1834,2025-09-02 10:30:39.000,,1,,0,0
5306,,654,521,2025-09-02 10:30:41.000,,7,,0,0
5307,,654,540,2025-09-02 10:30:42.000,,7,,0,0
5308,,654,662,2025-09-02 10:30:43.000,,7,,0,0
5309,,659,1652,2025-09-02 10:31:11.000,,7,,0,0
5310,,659,1917,2025-09-02 10:31:15.000,,1,,0,0
5311,,659,580,2025-09-02 10:31:17.000,,7,,0,0
5312,,659,610,2025-09-02 10:31:19.000,,7,,0,0
5313,,660,1653,2025-09-02 10:31:43.000,,7,,0,0
5314,,660,1936,2025-09-02 10:31:50.000,,1,,0,0
5315,,660,559,2025-09-02 10:31:52.000,,7,,0,0
5316,,660,638,2025-09-02 10:31:53.000,,7,,0,0
5317,,661,1666,2025-09-02 10:32:04.000,,1,,0,0
5318,,661,1932,2025-09-02 10:32:08.000,,1,,0,0
5319,,661,583,2025-09-02 10:32:10.000,,7,,0,0
5320,,661,650,2025-09-02 10:32:11.000,,5,,0,0
5321,,662,1620,2025-09-02 10:32:27.000,,7,,0,0
5322,,662,1892,2025-09-02 10:32:44.000,,1,,0,0
5323,,662,548,2025-09-02 10:32:45.000,,7,,0,0
5324,,662,1406,2025-09-02 10:32:51.000,,1,,0,0
5325,,723,1631,2025-09-02 10:32:58.000,,7,,0,0
5326,,723,1957,2025-09-02 10:33:02.000,,1,,0,0
5327,,723,602,2025-09-02 10:33:05.000,,7,,0,0
5328,,723,628,2025-09-02 10:33:06.000,,7,,0,0
5329,,665,1628,2025-09-02 10:33:15.000,,7,,0,0
5330,,665,1950,2025-09-02 10:33:17.000,,1,,0,0
5331,,665,557,2025-09-02 10:33:22.000,,7,,0,0
5332,,665,642,2025-09-02 10:33:25.000,,7,,0,0
5333,,677,1644,2025-09-02 10:33:34.000,,7,,0,0
5334,,677,1891,2025-09-02 10:33:36.000,,1,,0,0
5335,,677,579,2025-09-02 10:33:38.000,,7,,0,0
5336,,677,646,2025-09-02 10:33:40.000,,7,,0,0
5337,,678,1647,2025-09-02 10:33:47.000,,7,,0,0
5338,,678,1927,2025-09-02 10:33:51.000,,1,,0,0
5339,,678,544,2025-09-02 10:33:53.000,,7,,0,0
5340,,678,611,2025-09-02 10:33:55.000,,7,,0,0
5341,,684,1640,2025-09-02 10:34:00.000,,7,,0,0
5342,,684,1912,2025-09-02 10:34:05.000,,1,,0,0
5343,,684,604,2025-09-02 10:34:07.000,,7,,0,0
5344,,684,613,2025-09-02 10:34:08.000,,7,,0,0
5345,,681,1667,2025-09-02 10:34:14.000,,1,,0,0
5346,,681,1926,2025-09-02 10:34:16.000,,1,,0,0
5347,,681,560,2025-09-02 10:34:17.000,,7,,0,0
5348,,681,656,2025-09-02 10:34:19.000,,7,,0,0
5349,,688,1633,2025-09-02 10:34:29.000,,7,,0,0
5350,,688,1911,2025-09-02 10:34:33.000,,1,,0,0
5351,,688,562,2025-09-02 10:34:35.000,,7,,0,0
5352,,688,640,2025-09-02 10:34:37.000,,7,,0,0
5353,,640,1639,2025-09-02 10:34:49.000,,7,,0,0
5354,,640,1930,2025-09-02 10:34:51.000,,1,,0,0
5355,,640,587,2025-09-02 10:34:53.000,,7,,0,0
5356,,640,637,2025-09-02 10:34:54.000,,7,,0,0
5357,,691,1635,2025-09-02 10:35:08.000,,7,,0,0
5358,,691,1899,2025-09-02 10:35:17.000,,1,,0,0
5359,,691,573,2025-09-02 10:35:19.000,,7,,0,0
5360,,691,629,2025-09-02 10:35:22.000,,7,,0,0
5361,,769,1663,2025-09-02 10:35:29.000,,1,,0,0
5362,,769,1925,2025-09-02 10:35:34.000,,1,,0,0
5363,,769,532,2025-09-02 10:35:37.000,,7,,0,0
5364,,769,630,2025-09-02 10:35:40.000,,7,,0,0
5365,,642,1632,2025-09-02 10:35:47.000,,7,,0,0
5366,,642,1920,2025-09-02 10:36:00.000,,1,,0,0
5367,,642,535,2025-09-02 10:36:02.000,,7,,0,0
5368,,642,615,2025-09-02 10:36:05.000,,7,,0,0
5369,,644,1661,2025-09-02 10:36:14.000,,1,,0,0
5370,,644,1919,2025-09-02 10:36:17.000,,1,,0,0
5371,,644,556,2025-09-02 10:36:25.000,,7,,0,0
5372,,644,671,2025-09-02 10:36:28.000,,7,,0,0
5373,,645,1658,2025-09-02 10:36:40.000,,1,,0,0
5374,,645,1945,2025-09-02 10:36:44.000,,1,,0,0
5375,,645,549,2025-09-02 10:36:46.000,,7,,0,0
5376,,645,622,2025-09-02 10:36:48.000,,7,,0,0
5377,,697,1641,2025-09-02 10:37:07.000,,7,,0,0
5378,,697,1910,2025-09-02 10:37:09.000,,1,,0,0
5379,,697,599,2025-09-02 10:37:12.000,,7,,0,0
5380,,697,661,2025-09-02 10:37:14.000,,7,,0,0
5381,,699,1648,2025-09-02 10:37:20.000,,7,,0,0
5382,,699,1903,2025-09-02 10:37:24.000,,1,,0,0
5383,,699,554,2025-09-02 10:37:26.000,,7,,0,0
5384,,699,673,2025-09-02 10:37:28.000,,7,,0,0
5385,,702,1662,2025-09-02 10:37:36.000,,1,,0,0
5386,,702,1921,2025-09-02 10:37:43.000,,1,,0,0
5387,,702,588,2025-09-02 10:37:45.000,,7,,0,0
5388,,702,648,2025-09-02 10:37:48.000,,5,,0,0
5389,,647,2183,2025-09-02 10:37:59.000,,1,,0,0
5390,,647,2204,2025-09-02 10:39:17.000,,1,,0,0
5391,,647,2214,2025-09-02 10:39:21.000,,1,,0,0
5392,,704,1649,2025-09-02 10:39:42.000,,7,,0,0
5393,,704,1904,2025-09-02 10:39:53.000,,1,,0,0
5394,,704,591,2025-09-02 10:39:54.000,,7,,0,0
5395,,704,2161,2025-09-02 10:39:55.000,,1,,0,0
5396,,706,1626,2025-09-02 10:40:02.000,,7,,0,0
5397,,706,1955,2025-09-02 10:40:06.000,,1,,0,0
5398,,706,577,2025-09-02 10:40:08.000,,7,,0,0
5399,,706,2158,2025-09-02 10:40:09.000,,1,,0,0
5400,,708,1629,2025-09-02 10:40:29.000,,7,,0,0
5401,,708,2209,2025-09-02 10:40:32.000,,1,,0,0
5402,,708,523,2025-09-02 10:40:35.000,,7,,0,0
5403,,708,2159,2025-09-02 10:40:36.000,,1,,0,0
5404,,657,1645,2025-09-02 10:40:52.000,,7,,0,0
5405,,657,2208,2025-09-02 10:40:55.000,,1,,0,0
5406,,657,2218,2025-09-02 10:40:58.000,,1,,0,0
5407,,657,2160,2025-09-02 10:40:59.000,,1,,0,0
5408,,796,1665,2025-09-02 10:41:18.000,,1,,0,0
5409,,796,2207,2025-09-02 10:41:27.000,,1,,0,0
5410,,796,2221,2025-09-02 10:41:29.000,,1,,0,0
5411,,796,2162,2025-09-02 10:41:31.000,,1,,0,0
5412,,720,1623,2025-09-02 10:41:40.000,,7,,0,0
5413,,720,2206,2025-09-02 10:41:49.000,,1,,0,0
5414,,720,2222,2025-09-02 10:41:51.000,,1,,0,0
5415,,658,2182,2025-09-02 10:42:02.000,,1,,0,0
5416,,658,2205,2025-09-02 10:42:12.000,,1,,0,0
5417,,658,2220,2025-09-02 10:42:14.000,,1,,0,0
5418,,658,2163,2025-09-02 10:42:16.000,,1,,0,0
5424,,584,1726,2025-09-02 10:45:37.000,,2,,0,0
5425,,584,1053,2025-09-02 10:45:42.000,,7,,0,0
5426,,584,809,2025-09-02 10:45:44.000,,7,,0,0
5427,,584,857,2025-09-02 10:45:45.000,,7,,0,0
5428,,584,2142,2025-09-02 10:45:48.000,,1,,0,0
5429,,585,1744,2025-09-02 10:46:16.000,,2,,0,0
5430,,585,1027,2025-09-02 10:46:22.000,,7,,0,0
5431,,585,794,2025-09-02 10:46:25.000,,7,,0,0
5434,,585,941,2025-09-02 10:46:52.000,,7,,0,0
5435,,758,1709,2025-09-02 10:47:50.000,,2,,0,0
5436,,758,1010,2025-09-02 10:47:54.000,,7,,0,0
5437,,758,828,2025-09-02 10:47:56.000,,7,,0,0
5438,,758,852,2025-09-02 10:47:58.000,,7,,0,0
5439,,758,968,2025-09-02 10:48:01.000,,7,,0,0
5440,,596,1743,2025-09-02 10:48:23.000,,2,,0,0
5441,,596,1001,2025-09-02 10:48:34.000,,7,,0,0
5442,,596,781,2025-09-02 10:48:36.000,,7,,0,0
5443,,596,905,2025-09-02 10:48:38.000,,7,,0,0
5444,,596,969,2025-09-02 10:48:40.000,,7,,0,0
5445,,509,1720,2025-09-02 10:48:57.000,,2,,0,0
5446,,509,991,2025-09-02 10:49:01.000,,7,,0,0
5447,,509,820,2025-09-02 10:49:03.000,,7,,0,0
5448,,509,903,2025-09-02 10:49:05.000,,7,,0,0
5449,,509,931,2025-09-02 10:49:08.000,,7,,0,0
5450,,597,1721,2025-09-02 10:49:15.000,,2,,0,0
5451,,597,989,2025-09-02 10:49:22.000,,7,,0,0
5452,,597,797,2025-09-02 10:49:24.000,,7,,0,0
5453,,597,881,2025-09-02 10:49:26.000,,7,,0,0
5454,,597,932,2025-09-02 10:49:28.000,,7,,0,0
5455,,601,1738,2025-09-02 10:49:33.000,,2,,0,0
5456,,601,1018,2025-09-02 10:49:37.000,,7,,0,0
5457,,601,823,2025-09-02 10:49:40.000,,7,,0,0
5458,,601,841,2025-09-02 10:49:42.000,,7,,0,0
5459,,601,1417,2025-09-02 10:49:44.000,,1,,0,0
5460,,517,1724,2025-09-02 10:49:53.000,,2,,0,0
5461,,517,1038,2025-09-02 10:49:56.000,,7,,0,0
5462,,517,813,2025-09-02 10:49:58.000,,7,,0,0
5463,,517,847,2025-09-02 10:50:09.000,,7,,0,0
5464,,517,1412,2025-09-02 10:50:09.000,,1,,0,0
5465,,558,1418,2025-09-02 10:50:43.000,,1,,0,0
5466,,558,1024,2025-09-02 10:50:51.000,,7,,0,0
5467,,558,777,2025-09-02 10:50:53.000,,7,,0,0
5468,,558,830,2025-09-02 10:50:55.000,,7,,0,0
5469,,558,946,2025-09-02 10:50:57.000,,7,,0,0
5470,,605,1011,2025-09-02 10:51:06.000,,7,,0,0
5471,,605,2119,2025-09-02 10:51:19.000,,7,,0,0
5472,,605,844,2025-09-02 10:51:24.000,,7,,0,0
5473,,605,2143,2025-09-02 10:51:28.000,,1,,0,0
5474,,605,1718,2025-09-02 10:51:33.000,,2,,0,0
5475,,525,1706,2025-09-02 10:51:41.000,,2,,0,0
5476,,525,1002,2025-09-02 10:51:44.000,,7,,0,0
5477,,525,807,2025-09-02 10:51:46.000,,7,,0,0
5478,,525,837,2025-09-02 10:51:48.000,,7,,0,0
5479,,525,929,2025-09-02 10:51:51.000,,7,,0,0
5480,,564,1727,2025-09-02 10:51:59.000,,2,,0,0
5481,,564,1061,2025-09-02 10:52:14.000,,7,,0,0
5482,,564,789,2025-09-02 10:52:16.000,,7,,0,0
5483,,564,879,2025-09-02 10:52:19.000,,7,,0,0
5484,,564,927,2025-09-02 10:52:22.000,,7,,0,0
5485,,608,1746,2025-09-02 10:52:30.000,,2,,0,0
5486,,608,1055,2025-09-02 10:52:38.000,,7,,0,0
5487,,608,804,2025-09-02 10:52:40.000,,7,,0,0
5488,,608,887,2025-09-02 10:52:41.000,,7,,0,0
5489,,608,965,2025-09-02 10:52:43.000,,7,,0,0
5490,,527,1049,2025-09-02 10:52:59.000,,7,,0,0
5491,,527,915,2025-09-02 10:53:01.000,,7,,0,0
5492,,527,897,2025-09-02 10:53:04.000,,7,,0,0
5493,,527,951,2025-09-02 10:53:05.000,,7,,0,0
5494,,527,796,2025-09-02 10:53:09.000,,7,,0,0
5495,,648,1714,2025-09-02 10:53:16.000,,2,,0,0
5496,,648,994,2025-09-02 10:53:22.000,,7,,0,0
5497,,648,815,2025-09-02 10:53:23.000,,7,,0,0
5498,,648,892,2025-09-02 10:53:25.000,,7,,0,0
5499,,648,980,2025-09-02 10:53:27.000,,7,,0,0
5500,,618,1742,2025-09-02 10:53:35.000,,2,,0,0
5501,,618,990,2025-09-02 10:53:47.000,,7,,0,0
5502,,618,790,2025-09-02 10:53:48.000,,7,,0,0
5503,,618,909,2025-09-02 10:53:51.000,,7,,0,0
5504,,618,943,2025-09-02 10:53:55.000,,7,,0,0
5505,,572,1710,2025-09-02 10:54:05.000,,2,,0,0
5506,,572,1012,2025-09-02 10:54:10.000,,7,,0,0
5507,,572,787,2025-09-02 10:54:11.000,,7,,0,0
5508,,572,866,2025-09-02 10:54:12.000,,7,,0,0
5509,,572,2146,2025-09-02 10:54:14.000,,1,,0,0
5510,,652,1716,2025-09-02 10:54:21.000,,2,,0,0
5511,,652,954,2025-09-02 10:54:32.000,,7,,0,0
5512,,652,1047,2025-09-02 10:54:43.000,,7,,0,0
5513,,652,800,2025-09-02 10:54:49.000,,7,,0,0
5514,,652,858,2025-09-02 10:54:52.000,,7,,0,0
5515,,574,1741,2025-09-02 10:55:10.000,,2,,0,0
5516,,574,1030,2025-09-02 10:55:20.000,,7,,0,0
5517,,574,814,2025-09-02 10:55:22.000,,7,,0,0
5518,,574,907,2025-09-02 10:55:24.000,,7,,0,0
5519,,574,979,2025-09-02 10:55:27.000,,7,,0,0
5520,,619,805,2025-09-02 10:55:37.000,,7,,0,0
5521,,619,859,2025-09-02 10:55:49.000,,7,,0,0
5522,,619,924,2025-09-02 10:55:52.000,,7,,0,0
5523,,619,1715,2025-09-02 10:55:56.000,,2,,0,0
5524,,619,999,2025-09-02 10:55:58.000,,7,,0,0
5525,,620,1719,2025-09-02 10:56:10.000,,2,,0,0
5526,,620,988,2025-09-02 10:56:18.000,,7,,0,0
5527,,620,764,2025-09-02 10:56:21.000,,7,,0,0
5528,,620,861,2025-09-02 10:56:23.000,,7,,0,0
5529,,620,958,2025-09-02 10:56:25.000,,7,,0,0
5530,,543,1036,2025-09-02 10:59:38.000,,7,,0,0
5531,,543,793,2025-09-02 10:59:45.000,,7,,0,0
5532,,543,850,2025-09-02 10:59:46.000,,7,,0,0
5533,,543,1413,2025-09-02 10:59:48.000,,1,,0,0
5534,,543,1833,2025-09-02 10:59:50.000,,1,,0,0
5535,,544,1731,2025-09-02 10:59:58.000,,2,,0,0
5536,,544,1023,2025-09-02 11:00:08.000,,7,,0,0
5537,,544,806,2025-09-02 11:00:11.000,,7,,0,0
5538,,544,910,2025-09-02 11:00:14.000,,7,,0,0
5539,,544,2144,2025-09-02 11:00:16.000,,1,,0,0
5540,,545,1484,2025-09-02 11:00:22.000,,7,,0,0
5541,,545,792,2025-09-02 11:00:27.000,,7,,0,0
5542,,545,848,2025-09-02 11:00:31.000,,7,,0,0
5543,,545,985,2025-09-02 11:00:34.000,,7,,0,0
5544,,545,2177,2025-09-02 11:00:36.000,,1,,0,0
5545,,460,1025,2025-09-02 11:00:42.000,,7,,0,0
5546,,460,763,2025-09-02 11:00:54.000,,7,,0,0
5547,,460,908,2025-09-02 11:00:56.000,,7,,0,0
5548,,460,1411,2025-09-02 11:00:58.000,,1,,0,0
5549,,460,1506,2025-09-02 11:01:00.000,,7,,0,0
5550,,674,1707,2025-09-02 11:01:10.000,,2,,0,0
5551,,674,1062,2025-09-02 11:01:23.000,,7,,0,0
5552,,674,775,2025-09-02 11:01:25.000,,7,,0,0
5553,,674,843,2025-09-02 11:01:27.000,,7,,0,0
5554,,674,938,2025-09-02 11:01:28.000,,7,,0,0
5555,,592,1722,2025-09-02 11:01:42.000,,2,,0,0
5556,,592,1026,2025-09-02 11:01:50.000,,7,,0,0
5557,,592,825,2025-09-02 11:01:52.000,,7,,0,0
5558,,592,832,2025-09-02 11:01:54.000,,7,,0,0
5559,,592,956,2025-09-02 11:01:57.000,,7,,0,0
5560,,557,1032,2025-09-02 11:02:05.000,,7,,0,0
5561,,557,818,2025-09-02 11:02:15.000,,7,,0,0
5562,,557,893,2025-09-02 11:02:17.000,,7,,0,0
5563,,557,984,2025-09-02 11:02:19.000,,7,,0,0
5564,,557,2175,2025-09-02 11:02:23.000,,1,,0,0
5565,,559,1818,2025-09-02 11:02:40.000,,1,,0,0
5566,,559,935,2025-09-02 11:02:50.000,,7,,0,0
5567,,559,899,2025-09-02 11:02:54.000,,7,,0,0
5568,,559,817,2025-09-02 11:02:56.000,,7,,0,0
5569,,559,1060,2025-09-02 11:03:01.000,,7,,0,0
5570,,560,1000,2025-09-02 11:03:05.000,,7,,0,0
5571,,560,767,2025-09-02 11:03:12.000,,7,,0,0
5572,,560,834,2025-09-02 11:03:13.000,,7,,0,0
5573,,560,961,2025-09-02 11:03:15.000,,7,,0,0
5574,,560,1823,2025-09-02 11:03:17.000,,1,,0,0
5575,,603,986,2025-09-02 11:03:34.000,,7,,0,0
5576,,603,826,2025-09-02 11:03:46.000,,7,,0,0
5577,,603,853,2025-09-02 11:03:49.000,,7,,0,0
5578,,603,936,2025-09-02 11:03:53.000,,7,,0,0
5579,,603,1510,2025-09-02 11:03:57.000,,7,,0,0
5580,,604,1069,2025-09-02 11:04:22.000,,7,,0,0
5581,,604,761,2025-09-02 11:04:37.000,,7,,0,0
5582,,604,1811,2025-09-02 11:04:41.000,,7,,0,0
5583,,604,963,2025-09-02 11:04:42.000,,7,,0,0
5584,,604,1486,2025-09-02 11:04:46.000,,7,,0,0
5585,,607,2109,2025-09-02 11:04:59.000,,1,,0,0
5586,,607,1059,2025-09-02 11:05:02.000,,7,,0,0
5587,,607,803,2025-09-02 11:05:06.000,,7,,0,0
5588,,607,886,2025-09-02 11:05:08.000,,7,,0,0
5589,,607,923,2025-09-02 11:05:11.000,,7,,0,0
5590,,609,1723,2025-09-02 11:05:35.000,,2,,0,0
5591,,609,1050,2025-09-02 11:05:49.000,,7,,0,0
5592,,609,772,2025-09-02 11:05:51.000,,7,,0,0
5593,,609,860,2025-09-02 11:05:54.000,,7,,0,0
5594,,609,975,2025-09-02 11:05:56.000,,7,,0,0
5595,,612,1015,2025-09-02 11:06:03.000,,7,,0,0
5596,,612,780,2025-09-02 11:06:11.000,,7,,0,0
5597,,612,862,2025-09-02 11:06:13.000,,7,,0,0
5598,,612,2148,2025-09-02 11:06:16.000,,1,,0,0
5599,,612,1485,2025-09-02 11:06:18.000,,7,,0,0
5600,,613,1734,2025-09-02 11:06:28.000,,2,,0,0
5601,,613,1037,2025-09-02 11:06:38.000,,7,,0,0
5602,,613,760,2025-09-02 11:06:39.000,,7,,0,0
5603,,613,2114,2025-09-02 11:06:42.000,,7,,0,0
5604,,613,972,2025-09-02 11:06:43.000,,7,,0,0
5606,,483,1052,2025-09-02 11:07:02.000,,7,,0,0
5607,,483,773,2025-09-02 11:07:04.000,,7,,0,0
5608,,483,898,2025-09-02 11:07:06.000,,7,,0,0
5609,,483,937,2025-09-02 11:07:08.000,,7,,0,0
5610,,483,1831,2025-09-02 11:07:10.000,,1,,0,0
5611,,568,1046,2025-09-02 11:07:17.000,,7,,0,0
5612,,568,768,2025-09-02 11:07:28.000,,7,,0,0
5613,,568,906,2025-09-02 11:07:30.000,,7,,0,0
5614,,568,939,2025-09-02 11:07:33.000,,7,,0,0
5615,,568,1824,2025-09-02 11:07:36.000,,1,,0,0
5616,,617,1003,2025-09-02 11:07:43.000,,7,,0,0
5617,,617,2135,2025-09-02 11:07:51.000,,3,,0,0
5618,,617,947,2025-09-02 11:07:55.000,,7,,0,0
5619,,617,877,2025-09-02 11:07:58.000,,7,,0,0
5620,,617,1827,2025-09-02 11:08:01.000,,1,,0,0
5621,,799,1711,2025-09-02 11:08:15.000,,2,,0,0
5622,,799,1004,2025-09-02 11:08:26.000,,7,,0,0
5623,,799,2118,2025-09-02 11:08:28.000,,7,,0,0
5624,,799,854,2025-09-02 11:08:32.000,,7,,0,0
5625,,799,1415,2025-09-02 11:08:39.000,,1,,0,0
5626,,716,1747,2025-09-02 11:08:49.000,,2,,0,0
5627,,716,997,2025-09-02 11:08:52.000,,7,,0,0
5628,,716,816,2025-09-02 11:08:55.000,,7,,0,0
5629,,716,871,2025-09-02 11:08:57.000,,7,,0,0
5630,,716,944,2025-09-02 11:08:59.000,,7,,0,0
5631,,575,1067,2025-09-02 11:09:24.000,,7,,0,0
5632,,575,2138,2025-09-02 11:09:27.000,,3,,0,0
5633,,575,836,2025-09-02 11:09:29.000,,7,,0,0
5634,,575,934,2025-09-02 11:09:31.000,,7,,0,0
5635,,575,1830,2025-09-02 11:09:32.000,,1,,0,0
5636,,622,1063,2025-09-02 11:09:40.000,,7,,0,0
5637,,622,2136,2025-09-02 11:09:50.000,,3,,0,0
5638,,622,867,2025-09-02 11:09:52.000,,7,,0,0
5639,,622,933,2025-09-02 11:09:54.000,,7,,0,0
5640,,622,1837,2025-09-02 11:09:56.000,,1,,0,0
5641,,578,1737,2025-09-02 11:10:40.000,,2,,0,0
5642,,578,995,2025-09-02 11:11:10.000,,7,,0,0
5643,,578,786,2025-09-02 11:11:13.000,,7,,0,0
5644,,578,904,2025-09-02 11:11:17.000,,7,,0,0
5645,,578,926,2025-09-02 11:11:19.000,,7,,0,0
5646,,583,1705,2025-09-02 11:11:39.000,,2,,0,0
5647,,583,1070,2025-09-02 11:11:46.000,2026-01-27 16:22:36.000,7,7,0,0
5648,,583,795,2025-09-02 11:11:48.000,2026-01-27 16:22:20.000,7,7,0,0
5649,,583,842,2025-09-02 11:11:51.000,2026-01-27 16:21:37.000,7,7,0,0
5650,,583,2141,2025-09-02 11:11:53.000,,1,,0,0
5651,,587,1740,2025-09-02 11:12:07.000,,2,,0,0
5652,,587,993,2025-09-02 11:12:11.000,,7,,0,0
5653,,587,771,2025-09-02 11:12:13.000,,7,,0,0
5654,,587,2115,2025-09-02 11:12:14.000,,7,,0,0
5655,,587,978,2025-09-02 11:12:16.000,,7,,0,0
5656,,550,1733,2025-09-02 11:12:27.000,,2,,0,0
5657,,550,1054,2025-09-02 11:12:40.000,,7,,0,0
5658,,550,766,2025-09-02 11:12:42.000,,7,,0,0
5659,,550,856,2025-09-02 11:12:44.000,,7,,0,0
5660,,550,960,2025-09-02 11:12:47.000,,7,,0,0
5661,,625,1713,2025-09-02 11:12:55.000,,2,,0,0
5662,,625,1028,2025-09-02 11:13:18.000,,7,,0,0
5663,,625,774,2025-09-02 11:13:20.000,,7,,0,0
5664,,625,838,2025-09-02 11:13:22.000,,7,,0,0
5665,,625,2147,2025-09-02 11:13:25.000,,1,,0,0
5666,,591,1020,2025-09-02 11:13:36.000,,7,,0,0
5667,,591,967,2025-09-02 11:13:45.000,,7,,0,0
5668,,593,1712,2025-09-02 11:13:59.000,,2,,0,0
5669,,593,1039,2025-09-02 11:14:01.000,,7,,0,0
5670,,593,778,2025-09-02 11:14:08.000,,7,,0,0
5671,,593,851,2025-09-02 11:14:11.000,,7,,0,0
5672,,593,970,2025-09-02 11:14:16.000,,7,,0,0
5673,,594,1729,2025-09-02 11:14:37.000,,2,,0,0
5674,,594,782,2025-09-02 11:14:40.000,,7,,0,0
5675,,594,855,2025-09-02 11:14:46.000,,7,,0,0
5676,,594,1035,2025-09-02 11:14:49.000,,7,,0,0
5677,,594,2140,2025-09-02 11:14:53.000,,1,,0,0
5678,,598,1065,2025-09-02 11:15:10.000,,7,,0,0
5679,,598,2145,2025-09-02 11:15:12.000,,1,,0,0
5680,,555,1725,2025-09-02 11:15:40.000,,2,,0,0
5681,,555,1008,2025-09-02 11:15:41.000,,7,,0,0
5682,,555,824,2025-09-02 11:15:44.000,,7,,0,0
5683,,555,878,2025-09-02 11:15:45.000,,7,,0,0
5684,,555,974,2025-09-02 11:15:50.000,,7,,0,0
5685,,556,1717,2025-09-02 11:15:55.000,,2,,0,0
5686,,556,1056,2025-09-02 11:15:58.000,,7,,0,0
5687,,556,785,2025-09-02 11:16:00.000,,7,,0,0
5688,,556,902,2025-09-02 11:16:02.000,,7,,0,0
5689,,556,982,2025-09-02 11:16:05.000,,7,,0,0
5690,,694,2112,2025-09-02 11:16:13.000,,1,,0,0
5691,,694,992,2025-09-02 11:16:22.000,,7,,0,0
5692,,694,802,2025-09-02 11:16:25.000,,7,,0,0
5693,,694,849,2025-09-02 11:16:27.000,,7,,0,0
5694,,694,949,2025-09-02 11:16:28.000,,7,,0,0
5695,,561,1745,2025-09-02 11:16:33.000,,2,,0,0
5696,,561,987,2025-09-02 11:16:51.000,,7,,0,0
5697,,561,2116,2025-09-02 11:16:55.000,,7,,0,0
5698,,561,835,2025-09-02 11:16:57.000,,7,,0,0
5699,,561,962,2025-09-02 11:17:00.000,,7,,0,0
5700,,562,1708,2025-09-02 11:17:06.000,,2,,0,0
5701,,562,1005,2025-09-02 11:17:23.000,,7,,0,0
5702,,562,2117,2025-09-02 11:17:26.000,,7,,0,0
5703,,562,911,2025-09-02 11:17:27.000,,7,,0,0
5704,,562,973,2025-09-02 11:17:35.000,,7,,0,0
5705,,563,952,2025-09-02 11:17:51.000,,7,,0,0
5706,,563,833,2025-09-02 11:17:55.000,2026-01-27 16:23:03.000,7,7,0,0
5707,,563,2120,2025-09-02 11:17:58.000,,1,,0,0
5708,,563,1040,2025-09-02 11:18:01.000,2026-01-27 16:23:17.000,7,7,0,0
5709,,563,2113,2025-09-02 11:18:03.000,,1,,0,0
5710,,621,1041,2025-09-02 11:18:12.000,,7,,0,0
5711,,621,2111,2025-09-02 11:18:26.000,,1,,0,0
5712,,621,769,2025-09-02 11:18:29.000,,7,,0,0
5713,,621,846,2025-09-02 11:18:31.000,,7,,0,0
5714,,621,1416,2025-09-02 11:18:33.000,,1,,0,0
5715,,565,2110,2025-09-02 11:18:39.000,,1,,0,0
5716,,565,1007,2025-09-02 11:18:46.000,,7,,0,0
5717,,565,765,2025-09-02 11:18:49.000,,7,,0,0
5718,,565,888,2025-09-02 11:18:50.000,,7,,0,0
5719,,565,957,2025-09-02 11:19:12.000,,7,,0,0
5720,,566,1014,2025-09-02 11:19:20.000,,7,,0,0
5721,,566,2122,2025-09-02 11:19:37.000,,1,,0,0
5722,,566,840,2025-09-02 11:19:40.000,,7,,0,0
5723,,566,2149,2025-09-02 11:19:43.000,,1,,0,0
5724,,567,1022,2025-09-02 11:20:44.000,,7,,0,0
5725,,567,2121,2025-09-02 11:20:51.000,,1,,0,0
5726,,567,873,2025-09-02 11:20:54.000,,7,,0,0
5727,,567,971,2025-09-02 11:20:56.000,,7,,0,0
5728,,748,2153,2025-09-02 11:21:18.000,,1,,0,0
5729,,748,883,2025-09-02 11:22:00.000,,7,,0,0
5730,,748,2131,2025-09-02 11:22:02.000,,1,,0,0
