"Id_Attribution_Materiel_Prof","Cle_Personnel","Clé_Elève","Cle_Inventaire_Materiel","Date_Heure_Pret_Materiel","Date_Heure_Retour_Materiel","Clé_Etat_Initial","Clé_Etat_Final","Dégradation","Remise"
5731,,748,1019,2025-09-02 11:22:03.000,,7,,0,0
5732,,721,1031,2025-09-02 11:22:11.000,,7,,0,0
5733,,721,827,2025-09-02 11:22:22.000,,7,,0,0
5734,,721,894,2025-09-02 11:22:24.000,,7,,0,0
5735,,721,2150,2025-09-02 11:22:27.000,,1,,0,0
5736,,722,799,2025-09-02 11:22:49.000,,7,,0,0
5737,,722,1042,2025-09-02 11:22:53.000,,7,,0,0
5738,,722,913,2025-09-02 11:22:55.000,,7,,0,0
5739,,722,2151,2025-09-02 11:23:00.000,,1,,0,0
5740,,457,1289,2025-09-02 11:26:23.000,,7,,0,0
5741,,457,1157,2025-09-02 11:26:39.000,,7,,0,0
5742,,457,1141,2025-09-02 11:26:42.000,,7,,0,0
5743,,457,1798,2025-09-02 11:26:44.000,,7,,0,0
5744,,457,1867,2025-09-02 11:26:46.000,,1,,0,0
5745,,630,1308,2025-09-02 11:27:03.000,,7,,0,0
5746,,630,1197,2025-09-02 11:27:09.000,,7,,0,0
5747,,630,1121,2025-09-02 11:27:12.000,,7,,0,0
5748,,630,1374,2025-09-02 11:27:16.000,,7,,0,0
5749,,630,1886,2025-09-02 11:27:18.000,,1,,0,0
5750,,542,1301,2025-09-02 11:27:30.000,,7,,0,0
5751,,542,1178,2025-09-02 11:27:35.000,,7,,0,0
5752,,542,1336,2025-09-02 11:27:37.000,,7,,0,0
5753,,542,1881,2025-09-02 11:27:40.000,,1,,0,0
5754,,501,1270,2025-09-02 11:27:47.000,,7,,0,0
5755,,501,1220,2025-09-02 11:27:56.000,,7,,0,0
5756,,501,1102,2025-09-02 11:28:07.000,,7,,0,0
5757,,501,1341,2025-09-02 11:28:09.000,,7,,0,0
5758,,501,1845,2025-09-02 11:28:12.000,,1,,0,0
5759,,727,1271,2025-09-02 11:28:18.000,,7,,0,0
5760,,727,1238,2025-09-02 11:28:31.000,,7,,0,0
5761,,727,1137,2025-09-02 11:28:34.000,,7,,0,0
5762,,727,1371,2025-09-02 11:28:37.000,,7,,0,0
5763,,727,1883,2025-09-02 11:28:39.000,,1,,0,0
5764,,459,1793,2025-09-02 11:28:46.000,,7,,0,0
5765,,459,1234,2025-09-02 11:28:57.000,,7,,0,0
5766,,459,1073,2025-09-02 11:28:59.000,,7,,0,0
5767,,459,1362,2025-09-02 11:29:04.000,,7,,0,0
5768,,459,1871,2025-09-02 11:29:08.000,,1,,0,0
5769,,508,1268,2025-09-02 11:29:16.000,,7,,0,0
5770,,508,1179,2025-09-02 11:29:29.000,,7,,0,0
5771,,508,1074,2025-09-02 11:29:33.000,,7,,0,0
5772,,508,1324,2025-09-02 11:29:35.000,,7,,0,0
5773,,508,1847,2025-09-02 11:29:40.000,,1,,0,0
5774,,551,1269,2025-09-02 11:29:54.000,,7,,0,0
5775,,551,1191,2025-09-02 11:29:57.000,,7,,0,0
5776,,551,1075,2025-09-02 11:30:00.000,,7,,0,0
5777,,551,1353,2025-09-02 11:30:05.000,,7,,0,0
5778,,551,1865,2025-09-02 11:30:08.000,,1,,0,0
5779,,765,1259,2025-09-02 11:30:25.000,,7,,0,0
5780,,765,1148,2025-09-02 11:30:29.000,,7,,0,0
5781,,765,1076,2025-09-02 11:30:31.000,,7,,0,0
5782,,765,1342,2025-09-02 11:30:35.000,,7,,0,0
5783,,765,1862,2025-09-02 11:30:37.000,,1,,0,0
5784,,736,1291,2025-09-02 11:30:47.000,,7,,0,0
5785,,736,1224,2025-09-02 11:30:53.000,,7,,0,0
5786,,736,1077,2025-09-02 11:30:56.000,,7,,0,0
5787,,736,1323,2025-09-02 11:30:59.000,,7,,0,0
5788,,736,1858,2025-09-02 11:31:01.000,,1,,0,0
5789,,396,1311,2025-09-02 11:31:11.000,,7,,0,0
5790,,396,1228,2025-09-02 11:31:16.000,,7,,0,0
5791,,396,1081,2025-09-02 11:31:18.000,,7,,0,0
5792,,396,1325,2025-09-02 11:31:21.000,,7,,0,0
5793,,396,1884,2025-09-02 11:31:23.000,,1,,0,0
5794,,519,1307,2025-09-02 11:31:35.000,,7,,0,0
5795,,519,1206,2025-09-02 11:31:46.000,,7,,0,0
5796,,519,1082,2025-09-02 11:31:49.000,,7,,0,0
5797,,519,1351,2025-09-02 11:31:51.000,,7,,0,0
5798,,519,1887,2025-09-02 11:31:54.000,,1,,0,0
5799,,739,1294,2025-09-02 11:32:02.000,,7,,0,0
5800,,739,1150,2025-09-02 11:32:12.000,,7,,0,0
5801,,739,1083,2025-09-02 11:32:14.000,,7,,0,0
5802,,739,1372,2025-09-02 11:32:17.000,,7,,0,0
5803,,739,1863,2025-09-02 11:32:20.000,,1,,0,0
5804,,523,1253,2025-09-02 11:32:31.000,,7,,0,0
5805,,523,1205,2025-09-02 11:32:36.000,,7,,0,0
5806,,523,1084,2025-09-02 11:32:40.000,,7,,0,0
5807,,523,1343,2025-09-02 11:32:43.000,,7,,0,0
5808,,523,1874,2025-09-02 11:32:45.000,,1,,0,0
5809,,477,1313,2025-09-02 11:32:54.000,,7,,0,0
5810,,477,1176,2025-09-02 11:32:59.000,,7,,0,0
5811,,477,1085,2025-09-02 11:33:01.000,,7,,0,0
5812,,477,1392,2025-09-02 11:33:04.000,,7,,0,0
5813,,477,1849,2025-09-02 11:33:13.000,,1,,0,0
5814,,478,1272,2025-09-02 11:33:23.000,,7,,0,0
5815,,478,1180,2025-09-02 11:33:29.000,,7,,0,0
5816,,478,1087,2025-09-02 11:33:31.000,,7,,0,0
5817,,478,1376,2025-09-02 11:33:34.000,,7,,0,0
5818,,478,1859,2025-09-02 11:33:36.000,,1,,0,0
5819,,526,1303,2025-09-02 11:33:52.000,,7,,0,0
5820,,526,1209,2025-09-02 11:33:54.000,,7,,0,0
5821,,526,1089,2025-09-02 11:33:56.000,,7,,0,0
5822,,526,1331,2025-09-02 11:34:02.000,,7,,0,0
5823,,526,1856,2025-09-02 11:34:04.000,,1,,0,0
5824,,529,1300,2025-09-02 11:34:11.000,,7,,0,0
5825,,529,1187,2025-09-02 11:34:22.000,,7,,0,0
5826,,529,1103,2025-09-02 11:34:25.000,,7,,0,0
5827,,529,1402,2025-09-02 11:34:28.000,,7,,0,0
5828,,529,1869,2025-09-02 11:34:30.000,,1,,0,0
5829,,480,1290,2025-09-02 11:34:37.000,,7,,0,0
5830,,480,1222,2025-09-02 11:34:49.000,,7,,0,0
5831,,480,1104,2025-09-02 11:34:52.000,,7,,0,0
5832,,480,1332,2025-09-02 11:34:54.000,,7,,0,0
5833,,480,1841,2025-09-02 11:34:57.000,,1,,0,0
5834,,482,1791,2025-09-02 11:35:10.000,,7,,0,0
5835,,482,1192,2025-09-02 11:35:14.000,,7,,0,0
5836,,482,1105,2025-09-02 11:35:18.000,,7,,0,0
5837,,482,1386,2025-09-02 11:35:22.000,,7,,0,0
5838,,482,1850,2025-09-02 11:35:24.000,,1,,0,0
5839,,484,1261,2025-09-02 11:35:36.000,,7,,0,0
5840,,484,1215,2025-09-02 11:35:43.000,,7,,0,0
5841,,484,1380,2025-09-02 11:35:45.000,,7,,0,0
5842,,486,1305,2025-09-02 11:35:56.000,,7,,0,0
5843,,486,1226,2025-09-02 11:36:03.000,,7,,0,0
5844,,486,1090,2025-09-02 11:36:05.000,,7,,0,0
5845,,486,1354,2025-09-02 11:36:08.000,,7,,0,0
5846,,486,1872,2025-09-02 11:36:11.000,,1,,0,0
5847,,711,1792,2025-09-02 11:36:22.000,,7,,0,0
5848,,711,1195,2025-09-02 11:36:25.000,,7,,0,0
5849,,711,1106,2025-09-02 11:36:28.000,,7,,0,0
5850,,711,1356,2025-09-02 11:36:31.000,,7,,0,0
5851,,711,1857,2025-09-02 11:36:35.000,,1,,0,0
5852,,488,1278,2025-09-02 11:36:42.000,,7,,0,0
5853,,488,1169,2025-09-02 11:36:52.000,,7,,0,0
5854,,488,1091,2025-09-02 11:36:54.000,,7,,0,0
5855,,488,1373,2025-09-02 11:36:56.000,,7,,0,0
5856,,488,1882,2025-09-02 11:36:59.000,,1,,0,0
5857,,498,1258,2025-09-02 11:37:25.000,,7,,0,0
5858,,498,1170,2025-09-02 11:39:20.000,,7,,0,0
5859,,498,1107,2025-09-02 11:39:22.000,,7,,0,0
5860,,498,1347,2025-09-02 11:39:26.000,,7,,0,0
5861,,498,1855,2025-09-02 11:39:31.000,,1,,0,0
5862,,499,1304,2025-09-02 11:39:37.000,,7,,0,0
5863,,499,1171,2025-09-02 11:39:48.000,,7,,0,0
5864,,499,1108,2025-09-02 11:39:50.000,,7,,0,0
5865,,499,1344,2025-09-02 11:39:52.000,,7,,0,0
5866,,499,1243,2025-09-02 11:39:54.000,,7,,0,0
5867,,456,1471,2025-09-02 11:40:07.000,,7,,0,0
5868,,456,1287,2025-09-02 11:40:22.000,,7,,0,0
5869,,456,1216,2025-09-02 11:40:26.000,,7,,0,0
5870,,456,1109,2025-09-02 11:40:29.000,,7,,0,0
5871,,456,1401,2025-09-02 11:40:31.000,,7,,0,0
5872,,541,1281,2025-09-02 11:41:13.000,,7,,0,0
5873,,541,1166,2025-09-02 11:41:18.000,,7,,0,0
5874,,541,1111,2025-09-02 11:41:32.000,,7,,0,0
5875,,541,1338,2025-09-02 11:41:33.000,,7,,0,0
5876,,541,1470,2025-09-02 11:41:35.000,,7,,0,0
5877,,418,1252,2025-09-02 11:41:44.000,,7,,0,0
5878,,418,1167,2025-09-02 11:41:59.000,,7,,0,0
5879,,418,1112,2025-09-02 11:42:02.000,,7,,0,0
5880,,418,1355,2025-09-02 11:42:04.000,,7,,0,0
5881,,418,1864,2025-09-02 11:42:07.000,,1,,0,0
5882,,504,1280,2025-09-02 11:42:17.000,,7,,0,0
5883,,504,1168,2025-09-02 11:42:27.000,,7,,0,0
5884,,504,1113,2025-09-02 11:42:29.000,,7,,0,0
5885,,504,1363,2025-09-02 11:42:31.000,,7,,0,0
5886,,504,1848,2025-09-02 11:42:33.000,,1,,0,0
5887,,506,1257,2025-09-02 11:42:37.000,,7,,0,0
5888,,506,1162,2025-09-02 11:42:42.000,,7,,0,0
5889,,506,1092,2025-09-02 11:42:44.000,,7,,0,0
5890,,506,1378,2025-09-02 11:42:46.000,,7,,0,0
5891,,506,1469,2025-09-02 11:42:48.000,,7,,0,0
5892,,656,1295,2025-09-02 11:42:55.000,,7,,0,0
5893,,656,1152,2025-09-02 11:43:04.000,,7,,0,0
5894,,656,1094,2025-09-02 11:43:07.000,,7,,0,0
5895,,656,1398,2025-09-02 11:43:10.000,,7,,0,0
5896,,656,1472,2025-09-02 11:43:12.000,,7,,0,0
5897,,507,1292,2025-09-02 11:43:19.000,,7,,0,0
5898,,507,1158,2025-09-02 11:43:29.000,,7,,0,0
5899,,507,1095,2025-09-02 11:43:31.000,,7,,0,0
5900,,507,1315,2025-09-02 11:43:34.000,,7,,0,0
5901,,507,1473,2025-09-02 11:43:35.000,,7,,0,0
5902,,462,1279,2025-09-02 11:43:39.000,,7,,0,0
5903,,462,1223,2025-09-02 11:43:52.000,,7,,0,0
5904,,462,1114,2025-09-02 11:43:55.000,,7,,0,0
5905,,462,1365,2025-09-02 11:43:58.000,,7,,0,0
5906,,462,1474,2025-09-02 11:44:01.000,,7,,0,0
5907,,463,1370,2025-09-02 11:44:08.000,,7,,0,0
5908,,463,1096,2025-09-02 11:44:18.000,,7,,0,0
5909,,463,1230,2025-09-02 11:44:20.000,,7,,0,0
5910,,463,1267,2025-09-02 11:44:20.000,,7,,0,0
5911,,510,1283,2025-09-02 11:44:33.000,,7,,0,0
5912,,510,1189,2025-09-02 11:44:41.000,,7,,0,0
5913,,510,1097,2025-09-02 11:44:45.000,,7,,0,0
5914,,510,1369,2025-09-02 11:44:48.000,,7,,0,0
5915,,510,1475,2025-09-02 11:44:50.000,,7,,0,0
5916,,466,1285,2025-09-02 11:45:00.000,,7,,0,0
5917,,466,1151,2025-09-02 11:45:09.000,,7,,0,0
5918,,466,2262,2025-09-02 11:45:10.000,,3,,0,0
5919,,466,1368,2025-09-02 11:45:12.000,,7,,0,0
5920,,466,1875,2025-09-02 11:45:14.000,,1,,0,0
5921,,467,1275,2025-09-02 11:45:28.000,,7,,0,0
5922,,467,1239,2025-09-02 11:45:29.000,,7,,0,0
5923,,467,2251,2025-09-02 11:45:31.000,,3,,0,0
5924,,467,1357,2025-09-02 11:45:33.000,,7,,0,0
5925,,467,1878,2025-09-02 11:45:35.000,,1,,0,0
5926,,397,1293,2025-09-02 11:45:43.000,,7,,0,0
5927,,397,1182,2025-09-02 11:45:48.000,,7,,0,0
5928,,397,1115,2025-09-02 11:45:50.000,,7,,0,0
5929,,397,1359,2025-09-02 11:45:52.000,,7,,0,0
5930,,397,1885,2025-09-02 11:45:54.000,,1,,0,0
5931,,470,1116,2025-09-02 11:46:03.000,,7,,0,0
5932,,470,1193,2025-09-02 11:46:08.000,,7,,0,0
5933,,470,1794,2025-09-02 11:46:09.000,,7,,0,0
5934,,470,1383,2025-09-02 11:46:13.000,,7,,0,0
5935,,470,1247,2025-09-02 11:46:15.000,,7,,0,0
5936,,471,2244,2025-09-02 11:46:46.000,,3,,0,0
5937,,471,1175,2025-09-02 11:46:48.000,,7,,0,0
5938,,471,1098,2025-09-02 11:46:50.000,,7,,0,0
5939,,471,1348,2025-09-02 11:46:52.000,,7,,0,0
5940,,471,1866,2025-09-02 11:46:53.000,,1,,0,0
5941,,520,1276,2025-09-02 11:47:00.000,,7,,0,0
5942,,520,1232,2025-09-02 11:47:18.000,,7,,0,0
5943,,520,2250,2025-09-02 11:47:21.000,,3,,0,0
5944,,520,1381,2025-09-02 11:47:22.000,,7,,0,0
5945,,520,1780,2025-09-02 11:47:25.000,,1,,0,0
5946,,475,1277,2025-09-02 11:47:34.000,,7,,0,0
5947,,475,1174,2025-09-02 11:47:39.000,,7,,0,0
5948,,475,2249,2025-09-02 11:47:41.000,,3,,0,0
5949,,475,1333,2025-09-02 11:47:43.000,,7,,0,0
5950,,475,1476,2025-09-02 11:47:47.000,,7,,0,0
5951,,524,1264,2025-09-02 11:47:54.000,,7,,0,0
5952,,524,1173,2025-09-02 11:47:58.000,,7,,0,0
5953,,524,1099,2025-09-02 11:47:59.000,,7,,0,0
5954,,524,1391,2025-09-02 11:48:00.000,,7,,0,0
5955,,524,1478,2025-09-02 11:48:01.000,,7,,0,0
5956,,481,1312,2025-09-02 11:48:09.000,,7,,0,0
5957,,481,1164,2025-09-02 11:48:18.000,,7,,0,0
5958,,481,1117,2025-09-02 11:48:19.000,,7,,0,0
5959,,481,1326,2025-09-02 11:48:21.000,,7,,0,0
5960,,481,1479,2025-09-02 11:48:23.000,,7,,0,0
5961,,407,1274,2025-09-02 11:48:29.000,,7,,0,0
5962,,407,1183,2025-09-02 11:48:50.000,,7,,0,0
5963,,407,1118,2025-09-02 11:48:54.000,,7,,0,0
5964,,407,1385,2025-09-02 11:48:56.000,,7,,0,0
5965,,407,1248,2025-09-02 11:48:59.000,,7,,0,0
5966,,485,1251,2025-09-02 11:49:11.000,,7,,0,0
5967,,485,1236,2025-09-02 11:49:18.000,,7,,0,0
5968,,485,1100,2025-09-02 11:49:20.000,,7,,0,0
5969,,485,1317,2025-09-02 11:49:40.000,,7,,0,0
5970,,485,1480,2025-09-02 11:49:45.000,,7,,0,0
5971,,537,1273,2025-09-02 11:49:55.000,,7,,0,0
5972,,537,1204,2025-09-02 11:50:01.000,,7,,0,0
5973,,537,1126,2025-09-02 11:50:03.000,,7,,0,0
5974,,537,1396,2025-09-02 11:50:04.000,,7,,0,0
5975,,537,1481,2025-09-02 11:50:08.000,,1,,0,0
5976,,717,1256,2025-09-02 11:50:14.000,,7,,0,0
5977,,717,1208,2025-09-02 11:50:25.000,,7,,0,0
5978,,717,2248,2025-09-02 11:50:27.000,,3,,0,0
5979,,717,1366,2025-09-02 11:50:28.000,,7,,0,0
5980,,717,1838,2025-09-02 11:50:31.000,,1,,0,0
5981,,539,1309,2025-09-02 11:50:39.000,,7,,0,0
5982,,539,1154,2025-09-02 11:50:47.000,,7,,0,0
5983,,539,1119,2025-09-02 11:50:49.000,,7,,0,0
5984,,539,1334,2025-09-02 11:50:51.000,,7,,0,0
5985,,539,1839,2025-09-02 11:50:53.000,,1,,0,0
5987,,703,2223,2025-09-02 15:26:30.000,,1,,0,0
5988,,703,517,2025-09-02 15:26:36.000,,7,,0,0
5989,,703,2264,2025-09-02 15:26:39.000,,1,,0,0
5990,,703,1922,2025-09-02 15:26:43.000,,1,,0,0
5991,,585,890,2025-09-02 15:29:24.000,,7,,0,0
5992,,549,488,2025-09-02 15:29:39.000,,7,,0,0
5993,,653,505,2025-09-03 07:58:40.000,,7,,0,0
5995,,686,2230,2025-09-03 10:07:00.000,,3,,0,0
5996,,755,324,2025-09-03 10:11:41.000,,7,,0,0
5997,,755,2480,2025-09-03 10:11:49.000,,1,,0,0
5998,,755,228,2025-09-03 10:11:50.000,,7,,0,0
5999,,755,2352,2025-09-03 10:11:52.000,,1,,0,0
6000,,756,2349,2025-09-03 10:11:56.000,,1,,0,0
6001,,756,232,2025-09-03 10:12:01.000,,7,,0,0
6002,,756,2481,2025-09-03 10:12:04.000,,1,,0,0
6003,,756,320,2025-09-03 10:12:09.000,,7,,0,0
6004,,728,326,2025-09-03 10:12:14.000,,7,,0,0
6005,,728,2482,2025-09-03 10:12:18.000,,1,,0,0
6006,,728,229,2025-09-03 10:12:22.000,,7,,0,0
6007,,728,2346,2025-09-03 10:12:24.000,,1,,0,0
6008,,763,2343,2025-09-03 10:12:28.000,,1,,0,0
6009,,763,211,2025-09-03 10:12:32.000,,7,,0,0
6010,,763,2483,2025-09-03 10:12:35.000,,1,,0,0
6011,,763,330,2025-09-03 10:12:36.000,,7,,0,0
6012,,764,2337,2025-09-03 10:12:40.000,,1,,0,0
6013,,764,203,2025-09-03 10:12:45.000,,7,,0,0
6014,,764,2484,2025-09-03 10:12:47.000,,1,,0,0
6015,,764,271,2025-09-03 10:12:49.000,,7,,0,0
6016,,734,2340,2025-09-03 10:12:55.000,,1,,0,0
6017,,734,206,2025-09-03 10:13:09.000,,7,,0,0
6018,,734,2486,2025-09-03 10:13:12.000,,1,,0,0
6019,,734,316,2025-09-03 10:13:14.000,,7,,0,0
6020,,806,2339,2025-09-03 10:13:18.000,,1,,0,0
6021,,806,204,2025-09-03 10:13:22.000,,7,,0,0
6022,,806,2485,2025-09-03 10:13:23.000,,1,,0,0
6023,,806,304,2025-09-03 10:13:25.000,,7,,0,0
6024,,737,318,2025-09-03 10:13:29.000,,7,,0,0
6025,,737,179,2025-09-03 10:13:34.000,,7,,0,0
6026,,737,2487,2025-09-03 10:13:36.000,,1,,0,0
6027,,737,2338,2025-09-03 10:13:37.000,,1,,0,0
6028,,776,2288,2025-09-03 10:13:43.000,,1,,0,0
6029,,776,207,2025-09-03 10:13:49.000,,7,,0,0
6030,,776,2488,2025-09-03 10:13:51.000,,1,,0,0
6031,,776,278,2025-09-03 10:13:53.000,,7,,0,0
6032,,741,2287,2025-09-03 10:13:59.000,,1,,0,0
6033,,741,208,2025-09-03 10:14:03.000,,7,,0,0
6034,,741,2489,2025-09-03 10:14:06.000,,1,,0,0
6035,,741,309,2025-09-03 10:14:07.000,,7,,0,0
6036,,779,2286,2025-09-03 10:14:12.000,,1,,0,0
6037,,779,209,2025-09-03 10:14:26.000,,7,,0,0
6038,,779,2449,2025-09-03 10:14:28.000,,1,,0,0
6039,,779,340,2025-09-03 10:14:29.000,,7,,0,0
6040,,780,285,2025-09-03 10:14:35.000,,7,,0,0
6041,,780,2447,2025-09-03 10:14:52.000,,1,,0,0
6042,,780,2299,2025-09-03 10:14:54.000,,1,,0,0
6043,,780,212,2025-09-03 10:14:56.000,,7,,0,0
6044,,785,2284,2025-09-03 10:15:05.000,,1,,0,0
6045,,785,210,2025-09-03 10:15:12.000,,7,,0,0
6046,,785,2448,2025-09-03 10:15:14.000,,1,,0,0
6047,,785,2277,2025-09-03 10:15:15.000,,1,,0,0
6048,,743,2298,2025-09-03 10:15:20.000,,1,,0,0
6049,,743,213,2025-09-03 10:15:24.000,,7,,0,0
6050,,743,2460,2025-09-03 10:15:26.000,,1,,0,0
6051,,743,303,2025-09-03 10:15:27.000,,7,,0,0
6052,,744,2295,2025-09-03 10:15:35.000,,1,,0,0
6053,,744,214,2025-09-03 10:15:38.000,,7,,0,0
6054,,744,2446,2025-09-03 10:15:40.000,,1,,0,0
6055,,744,275,2025-09-03 10:15:41.000,,7,,0,0
6056,,787,2294,2025-09-03 10:15:44.000,,1,,0,0
6057,,787,231,2025-09-03 10:15:52.000,,7,,0,0
6058,,787,2445,2025-09-03 10:15:54.000,,1,,0,0
6059,,787,307,2025-09-03 10:15:55.000,,7,,0,0
6060,,790,2293,2025-09-03 10:16:03.000,,1,,0,0
6061,,790,233,2025-09-03 10:16:07.000,,7,,0,0
6062,,790,2444,2025-09-03 10:16:08.000,,1,,0,0
6063,,790,288,2025-09-03 10:16:09.000,,7,,0,0
6064,,791,2292,2025-09-03 10:16:18.000,,1,,0,0
6065,,791,234,2025-09-03 10:16:23.000,,7,,0,0
6066,,791,2443,2025-09-03 10:16:25.000,,1,,0,0
6067,,791,343,2025-09-03 10:16:26.000,,7,,0,0
6068,,797,335,2025-09-03 10:16:32.000,,7,,0,0
6069,,797,2442,2025-09-03 10:16:38.000,,1,,0,0
6070,,797,2291,2025-09-03 10:16:39.000,,1,,0,0
6071,,797,236,2025-09-03 10:16:41.000,,7,,0,0
6072,,802,2290,2025-09-03 10:16:47.000,,1,,0,0
6073,,802,237,2025-09-03 10:16:50.000,,7,,0,0
6074,,802,2441,2025-09-03 10:16:51.000,,1,,0,0
6075,,802,2083,2025-09-03 10:16:52.000,,3,,0,0
6076,,750,2289,2025-09-03 10:16:56.000,,1,,0,0
6077,,750,238,2025-09-03 10:17:01.000,,7,,0,0
6078,,750,2440,2025-09-03 10:17:02.000,,1,,0,0
6079,,750,337,2025-09-03 10:17:03.000,,7,,0,0
6080,,655,270,2025-09-03 10:17:06.000,,7,,0,0
6081,,655,2461,2025-09-03 10:17:25.000,,1,,0,0
6082,,655,239,2025-09-03 10:17:27.000,,7,,0,0
6083,,655,2297,2025-09-03 10:17:28.000,,1,,0,0
6084,,804,2357,2025-09-03 10:17:36.000,,1,,0,0
6085,,804,240,2025-09-03 10:17:42.000,,7,,0,0
6086,,804,2462,2025-09-03 10:17:43.000,,1,,0,0
6087,,804,310,2025-09-03 10:17:45.000,,7,,0,0
6088,,805,2296,2025-09-03 10:17:54.000,,1,,0,0
6089,,805,241,2025-09-03 10:17:56.000,,7,,0,0
6090,,805,2463,2025-09-03 10:17:58.000,,1,,0,0
6091,,805,333,2025-09-03 10:17:59.000,,7,,0,0
6092,,752,2318,2025-09-03 10:18:12.000,,1,,0,0
6093,,752,2470,2025-09-03 10:19:17.000,,1,,0,0
6094,,752,293,2025-09-03 10:19:18.000,,7,,0,0
6095,,754,2317,2025-09-03 10:19:23.000,,1,,0,0
6096,,754,2471,2025-09-03 10:19:32.000,,1,,0,0
6097,,754,313,2025-09-03 10:19:34.000,,7,,0,0
6098,,759,2356,2025-09-03 10:19:37.000,,1,,0,0
6099,,759,2472,2025-09-03 10:19:39.000,,1,,0,0
6100,,759,336,2025-09-03 10:19:40.000,,7,,0,0
6101,,760,2316,2025-09-03 10:19:44.000,,1,,0,0
6102,,760,2473,2025-09-03 10:19:48.000,,1,,0,0
6103,,760,276,2025-09-03 10:19:50.000,,7,,0,0
6104,,730,2315,2025-09-03 10:19:54.000,,1,,0,0
6105,,730,2474,2025-09-03 10:20:00.000,,1,,0,0
6106,,730,344,2025-09-03 10:20:01.000,,7,,0,0
6107,,731,2314,2025-09-03 10:20:07.000,,1,,0,0
6108,,731,1750,2025-09-03 10:20:13.000,,1,,0,0
6109,,731,2475,2025-09-03 10:20:15.000,,1,,0,0
6110,,731,329,2025-09-03 10:20:16.000,,7,,0,0
6111,,732,1749,2025-09-03 10:20:20.000,,1,,0,0
6112,,732,2313,2025-09-03 10:20:25.000,,1,,0,0
6113,,732,2476,2025-09-03 10:20:27.000,,1,,0,0
6114,,732,321,2025-09-03 10:20:30.000,,7,,0,0
6115,,762,2285,2025-09-03 10:20:35.000,,1,,0,0
6116,,762,2477,2025-09-03 10:20:51.000,,1,,0,0
6117,,762,306,2025-09-03 10:20:53.000,,7,,0,0
6118,,770,1748,2025-09-03 10:20:56.000,,1,,0,0
6119,,770,2355,2025-09-03 10:21:01.000,,1,,0,0
6120,,770,2478,2025-09-03 10:21:03.000,,1,,0,0
6121,,770,328,2025-09-03 10:21:05.000,,7,,0,0
6122,,772,2331,2025-09-03 10:21:11.000,,1,,0,0
6123,,772,2479,2025-09-03 10:21:14.000,,1,,0,0
6124,,772,299,2025-09-03 10:21:15.000,,7,,0,0
6125,,773,1760,2025-09-03 10:21:19.000,,1,,0,0
6126,,773,2354,2025-09-03 10:21:23.000,,1,,0,0
6127,,773,2509,2025-09-03 10:21:24.000,,1,,0,0
6128,,773,338,2025-09-03 10:21:25.000,,7,,0,0
6129,,774,2306,2025-09-03 10:21:29.000,,1,,0,0
6130,,774,2508,2025-09-03 10:21:32.000,,1,,0,0
6131,,774,273,2025-09-03 10:21:33.000,,7,,0,0
6132,,738,2305,2025-09-03 10:21:36.000,,1,,0,0
6133,,738,2507,2025-09-03 10:21:59.000,,1,,0,0
6134,,738,292,2025-09-03 10:21:59.000,,7,,0,0
6135,,740,2304,2025-09-03 10:22:04.000,,1,,0,0
6136,,740,2506,2025-09-03 10:22:05.000,,1,,0,0
6137,,740,295,2025-09-03 10:22:06.000,,7,,0,0
6138,,777,2303,2025-09-03 10:22:09.000,,1,,0,0
6139,,777,2505,2025-09-03 10:22:13.000,,1,,0,0
6140,,777,2279,2025-09-03 10:22:14.000,,1,,0,0
6141,,742,2302,2025-09-03 10:22:26.000,,1,,0,0
6142,,742,2504,2025-09-03 10:22:29.000,,1,,0,0
6143,,742,327,2025-09-03 10:22:31.000,,7,,0,0
6144,,786,287,2025-09-03 10:22:34.000,,7,,0,0
6145,,786,2503,2025-09-03 10:22:37.000,,1,,0,0
6146,,786,2301,2025-09-03 10:22:39.000,,1,,0,0
6147,,788,2300,2025-09-03 10:22:42.000,,1,,0,0
6148,,788,2502,2025-09-03 10:22:48.000,,1,,0,0
6149,,788,2082,2025-09-03 10:22:49.000,,1,,0,0
6150,,745,2353,2025-09-03 10:22:53.000,,1,,0,0
6151,,745,2501,2025-09-03 10:22:57.000,,1,,0,0
6152,,745,2276,2025-09-03 10:22:58.000,,1,,0,0
6153,,792,2464,2025-09-03 10:23:01.000,,1,,0,0
6154,,792,339,2025-09-03 10:23:17.000,,7,,0,0
6155,,792,1758,2025-09-03 10:23:18.000,,1,,0,0
6156,,792,2351,2025-09-03 10:23:19.000,,1,,0,0
6157,,649,2350,2025-09-03 10:23:24.000,,1,,0,0
6158,,649,2500,2025-09-03 10:23:29.000,,1,,0,0
6159,,649,2085,2025-09-03 10:23:29.000,,3,,0,0
6160,,798,1759,2025-09-03 10:23:35.000,,1,,0,0
6161,,798,2348,2025-09-03 10:23:58.000,,1,,0,0
6162,,798,2465,2025-09-03 10:23:59.000,,1,,0,0
6163,,798,2084,2025-09-03 10:24:00.000,,3,,0,0
6164,,751,2347,2025-09-03 10:24:04.000,,1,,0,0
6165,,751,1756,2025-09-03 10:24:10.000,,1,,0,0
6166,,751,2466,2025-09-03 10:24:11.000,,1,,0,0
6167,,751,2278,2025-09-03 10:24:13.000,,1,,0,0
6168,,753,342,2025-09-03 10:24:43.000,,7,,0,0
