"N°","Pret_Recommandation","Retour_Recommandation","Pret_Recom_Prof","Retour_Recom_Prof"
1,"► Il est impératif de vérifier le nombre et l'état des livres confiés, dès le moment du prêt.
La présente fiche de prêt est à signer par les parents et servira de référence en cas de contestation sur l'état des livres en fin d'année. A défaut, les livres prêtés seront considérés en très bon état.

►► Elle doit donc être retournée au bureau gestion le VENDREDI 21 MAI 2021 au plus tard  ! ◄◄

► Ces livres sont inscrits à l'inventaire et portent un numéro unique. Les élèves doivent obligatoirement inscrire leur nom sur la fiche à l'intérieur et ne pas les échanger avec leurs camarades. Si la fiche est absente ou pleine, en demander une autre à la vie scolaire.

► Si ce n'est pas déjà le cas, ces ouvrages doivent être RECOUVERTS par l'élève avec du film transparent. En fin d'année scolaire, ils devront être restitués recouverts et sans détérioration. La perte de l'ouvrage et la dégradation feront l'objet d'une facturation .","Le montant est à régler dès reception auprès du service gestion par chèque (à l'ordre du collège Le Bocage) ou par espèces.
Le prêt de nouveaux manuels (rentrée scolaire suivante) ou la délivrance de l'Exeat (certificat de fin de scolarité permettant la réinscription dans un autre établissement) ne sont possibles que lorsque l'ensemble des manuels prêtés a été rendu, dans un état d'usage normal. 
Les manuels non rendus par l'élève ou dégradés sont facturés à la famille, au tarif voté par le conseil d'administration.

Le recouvrement des titres exécutoires est poursuivi jusqu'à opposition devant la juridiction compétente (art,46 al,2 décret 85-924 30/08/85). Toute contestation sur le bien fondé d'une créance administrative doit être portée, dans un délai de 2 mois suivant sa notification, devant la juridiction administrative compétente (décret 65-29 11/01/65) 

Veuillez agréer, Madame, Monsieur, l’expression de notre considération.","Les manuels sont prêtés pour la durée de l'année scolaire. Ces livres sont inscrits à l'inventaire de l'établissement et portent un numéro unique.
La perte de l'ouvrage, la non restitution ou la dégradation font l'objet d'une facturation . 


Veuillez agréer, Madame, Monsieur, l’expression de ma considération.","Les manuels non rendus, dégradés ou dépourvus des CD qui les accompagnent, sont facturés, au tarif voté par le conseil d'administration.

Veuillez agréer, Madame, Monsieur, l’expression de ma considération."
